policy,condition,seed,cell,episode,success,failure_mode,regrasp,kind,frame,az,n_events
density50,density50,1000,in_distribution,9,1,success,,delivery,384,-23.09,1
density50,density50,1000,in_distribution,10,1,success,,delivery,696,-23.42,1
density50,density50,1000,in_distribution,11,1,success,,delivery,444,-26.01,1
density50,density50,1000,in_distribution,12,1,success,,delivery,340,-23.25,1
density50,density50,1000,in_distribution,13,1,success,,delivery,305,-23.68,1
density50,density50,1000,in_distribution,14,1,success,,delivery,354,-24.76,1
density50,density50,1000,in_distribution,15,1,success,,delivery,382,-24.83,1
density50,density50,1000,new_positions,4,0,timeout_other,,drop,1141,28.63,1
density50,density50,1000,new_positions,17,0,timeout_other,,drop,1044,10.64,1
density50,density50,1000,new_positions,22,0,contact_no_grasp,,drop,579,8.73,1
density50,density50,1000,new_positions,23,0,contact_no_grasp,,drop,426,19.37,1
density50,density50,1000,spot_check,1,1,success,,delivery,793,-24.06,1
density50,density50,1000,spot_check,2,1,success,,delivery,390,-23.61,1
density50,density50,1000,spot_check,3,1,success,,delivery,498,-23.13,1
density50,density50,1000,spot_check,4,1,success,,delivery,407,-24.39,1
density50,density50,1000,spot_check,5,1,success,,delivery,404,-23.8,1
density50,density50,1000,spot_check,6,1,success,,delivery,668,-24.73,1
density5,density5,1000,distractors,1,1,success,,drop,282,-17.9,2
density5,density5,1000,distractors,1,1,success,,drop,693,14.61,2
density5,density5,1000,distractors,5,1,success,,delivery,336,-20.97,1
density5,density5,1000,distractors,8,0,grasp_drop,,drop,434,-10.55,1
density5,density5,1000,distractors,11,0,grasp_drop,,drop,307,-17.0,1
density5,density5,1000,distractors,12,1,success,,delivery,292,-19.89,2
density5,density5,1000,distractors,12,1,success,,drop,396,18.8,2
density5,density5,1000,distractors,14,1,success,,delivery,336,-19.89,1
density5,density5,1000,in_distribution,1,1,success,,delivery,260,-22.12,1
density5,density5,1000,in_distribution,2,1,success,,delivery,288,-22.59,1
density5,density5,1000,in_distribution,3,0,contact_no_grasp,,drop,430,4.42,1
density5,density5,1000,in_distribution,4,1,success,,delivery,275,-18.49,1
density5,density5,1000,in_distribution,5,1,success,,delivery,270,-23.53,1
density5,density5,1000,in_distribution,6,1,success,,delivery,289,-20.68,1
density5,density5,1000,in_distribution,7,1,success,,delivery,271,-21.92,1
density5,density5,1000,in_distribution,8,1,success,,delivery,289,-20.41,1
density5,density5,1000,in_distribution,9,1,success,,delivery,309,-24.09,1
density5,density5,1000,in_distribution,10,1,success,,delivery,310,-23.03,1
density5,density5,1000,in_distribution,11,1,success,,delivery,284,-22.67,1
density5,density5,1000,in_distribution,12,1,success,,delivery,290,-23.56,1
density5,density5,1000,in_distribution,13,1,success,,delivery,255,-21.16,1
density5,density5,1000,in_distribution,15,1,success,,delivery,276,-22.67,1
density5,density5,1000,new_positions,3,0,timeout_other,,drop,542,-9.16,1
density5,density5,1000,spot_check,1,1,success,,delivery,670,-21.64,1
density5,density5,1000,spot_check,2,1,success,,delivery,410,-27.82,1
density5,density5,1000,spot_check,3,1,success_after_missed_grasp,,drop,392,-3.96,2
density5,density5,1000,spot_check,3,1,success_after_missed_grasp,,delivery,588,-24.36,2
density5,density5,1000,spot_check,4,1,success,,delivery,343,-21.07,1
density,density,1000,in_distribution,1,1,success,,delivery,284,-22.02,1
density,density,1000,in_distribution,2,1,success,,delivery,271,-22.58,1
density,density,1000,in_distribution,3,1,success,,delivery,291,-21.2,1
density,density,1000,in_distribution,4,1,success,,delivery,288,-22.46,1
density,density,1000,in_distribution,5,1,success,,delivery,258,-22.38,1
density,density,1000,in_distribution,6,1,success,,delivery,275,-24.05,1
density,density,1000,in_distribution,7,1,success,,delivery,279,-23.31,1
density,density,1000,in_distribution,8,1,success,,delivery,293,-23.03,1
density,density,1000,in_distribution,9,1,success,,delivery,267,-23.1,1
density,density,1000,in_distribution,10,1,success,,delivery,298,-22.67,1
density,density,1000,in_distribution,11,1,success,,delivery,297,-22.08,1
density,density,1000,in_distribution,12,1,success,,delivery,254,-23.33,1
density,density,1000,in_distribution,13,1,success,,delivery,274,-22.86,1
density,density,1000,in_distribution,14,1,success,,delivery,298,-23.49,1
density,density,1000,in_distribution,15,1,success,,delivery,274,-23.04,1
density,density,1000,trained_t2,5,1,success,,delivery,278,-22.14,1
density,density,1000,trained_t2,13,1,success,,delivery,265,-21.94,1
randomized-seed2000,randomized,2000,different_object,1,1,success,,delivery,842,-24.73,1
randomized-seed2000,randomized,2000,different_object,11,1,success,,delivery,354,-23.26,1
randomized-seed2000,randomized,2000,distractors,9,0,contact_no_grasp,,drop,584,8.48,1
randomized-seed2000,randomized,2000,in_distribution,3,1,success,,delivery,717,-23.18,1
randomized-seed2000,randomized,2000,in_distribution,4,1,success,,delivery,417,-21.89,1
randomized-seed2000,randomized,2000,in_distribution,6,0,contact_no_grasp,,drop,887,-2.14,1
randomized-seed2000,randomized,2000,in_distribution,7,1,success,,delivery,518,-23.93,1
randomized-seed2000,randomized,2000,in_distribution,8,1,success,,delivery,411,-23.65,1
randomized-seed2000,randomized,2000,in_distribution,9,0,contact_no_grasp,,drop,696,-6.25,1
randomized-seed2000,randomized,2000,in_distribution,11,0,contact_no_grasp,,drop,538,-0.23,1
randomized-seed2000,randomized,2000,in_distribution,12,1,success,,delivery,419,-23.88,1
randomized-seed2000,randomized,2000,in_distribution,15,1,success,,delivery,503,-21.09,1
randomized-seed2000,randomized,2000,reduced_lighting,1,1,success_after_missed_grasp,,delivery,731,-22.92,1
randomized-seed2000,randomized,2000,reduced_lighting,3,0,timeout_other,,drop,693,2.47,1
randomized-seed2000,randomized,2000,reduced_lighting,5,1,success,,delivery,423,-22.19,1
randomized-seed2000,randomized,2000,reduced_lighting,6,1,success,,delivery,409,-24.13,1
randomized-seed2000,randomized,2000,reduced_lighting,9,1,success,,delivery,756,-20.79,1
randomized-seed2000,randomized,2000,reduced_lighting,11,1,success,,delivery,809,-23.17,1
randomized-seed2000,randomized,2000,reduced_lighting,15,0,contact_no_grasp,,drop,1040,1.37,1
randomized,randomized,1000,different_object,11,0,grasp_drop,,drop,542,-2.29,1
randomized,randomized,1000,different_object,13,0,timeout_other,,drop,595,12.71,1
randomized,randomized,1000,distractors,3,0,timeout_other,,drop,978,9.02,1
randomized,randomized,1000,distractors,4,1,success,,delivery,519,-22.54,1
randomized,randomized,1000,in_distribution,1,1,success,,delivery,574,-23.84,1
randomized,randomized,1000,in_distribution,2,0,contact_no_grasp,,drop,573,-0.86,1
randomized,randomized,1000,in_distribution,4,0,contact_no_grasp,,drop,623,8.09,1
randomized,randomized,1000,in_distribution,5,1,success,,delivery,415,-22.76,1
randomized,randomized,1000,in_distribution,6,1,success,,delivery,676,-24.31,1
randomized,randomized,1000,in_distribution,7,0,contact_no_grasp,,drop,561,5.47,1
randomized,randomized,1000,in_distribution,8,1,success,,delivery,410,-23.73,1
randomized,randomized,1000,in_distribution,9,1,success,,delivery,687,-23.84,1
randomized,randomized,1000,in_distribution,10,0,contact_no_grasp,,drop,532,12.64,1
randomized,randomized,1000,in_distribution,12,1,success,,delivery,364,-24.62,1
randomized,randomized,1000,in_distribution,13,0,timeout_other,,drop,542,2.06,1
randomized,randomized,1000,in_distribution,14,0,timeout_other,,drop,645,9.31,1
randomized,randomized,1000,in_distribution,15,0,timeout_other,,drop,693,8.15,1
randomized,randomized,1000,reduced_lighting,3,1,success,,delivery,492,-22.35,1
randomized,randomized,1000,reduced_lighting,4,1,success,,delivery,373,-22.96,1
randomized,randomized,1000,reduced_lighting,5,1,success,,delivery,810,-24.87,1
randomized,randomized,1000,reduced_lighting,9,1,success,,delivery,340,-22.06,1
randomized,randomized,1000,reduced_lighting,10,0,contact_no_grasp,,drop,643,-0.27,1
randomized,randomized,1000,reduced_lighting,13,1,success,,delivery,396,-24.11,1
randomized,randomized,1000,reduced_lighting,14,0,grasp_drop,,drop,371,-16.16,2
randomized,randomized,1000,reduced_lighting,14,0,grasp_drop,,drop,540,22.24,2
recovery-seed2000,recovery,2000,different_object,1,0,grasp_drop,,drop,744,-20.66,1
recovery-seed2000,recovery,2000,different_object,2,1,success_after_drop,Succeeded,drop,414,-10.86,3
recovery-seed2000,recovery,2000,different_object,2,1,success_after_drop,Succeeded,drop,534,-42.37,3
recovery-seed2000,recovery,2000,different_object,2,1,success_after_drop,Succeeded,delivery,737,-23.01,3
recovery-seed2000,recovery,2000,different_object,3,1,success,,delivery,342,-23.23,1
recovery-seed2000,recovery,2000,different_object,4,0,grasp_drop,,drop,528,-33.49,1
recovery-seed2000,recovery,2000,different_object,5,1,success,,delivery,630,-24.19,1
recovery-seed2000,recovery,2000,different_object,6,1,success,,delivery,845,-21.63,1
recovery-seed2000,recovery,2000,different_object,7,0,deliberate_drop,Failed,drop,271,-6.45,2
recovery-seed2000,recovery,2000,different_object,7,0,deliberate_drop,Failed,drop,737,20.47,2
recovery-seed2000,recovery,2000,different_object,8,0,deliberate_drop,Failed,drop,625,-8.7,2
recovery-seed2000,recovery,2000,different_object,8,0,deliberate_drop,Failed,drop,995,-43.37,2
recovery-seed2000,recovery,2000,different_object,9,0,deliberate_drop,Failed,drop,509,-8.19,1
recovery-seed2000,recovery,2000,different_object,10,0,deliberate_drop,Failed,drop,334,-9.41,3
recovery-seed2000,recovery,2000,different_object,10,0,deliberate_drop,Failed,drop,734,-55.64,3
recovery-seed2000,recovery,2000,different_object,10,0,deliberate_drop,Failed,drop,943,-43.56,3
recovery-seed2000,recovery,2000,different_object,11,0,deliberate_drop,Failed,drop,332,-11.72,2
recovery-seed2000,recovery,2000,different_object,11,0,deliberate_drop,Failed,drop,743,-47.58,2
recovery-seed2000,recovery,2000,different_object,12,0,deliberate_drop,Failed,drop,622,-7.54,2
recovery-seed2000,recovery,2000,different_object,12,0,deliberate_drop,Failed,drop,1031,-39.84,2
recovery-seed2000,recovery,2000,different_object,13,0,deliberate_drop,Failed,drop,280,-12.17,2
recovery-seed2000,recovery,2000,different_object,13,0,deliberate_drop,Failed,drop,392,-35.78,2
recovery-seed2000,recovery,2000,different_object,14,1,success,,delivery,827,-23.29,1
recovery-seed2000,recovery,2000,different_object,15,0,deliberate_drop,Failed,drop,593,-9.29,1
recovery-seed2000,recovery,2000,distractors,1,1,success,,delivery,350,-22.89,1
recovery-seed2000,recovery,2000,distractors,2,1,success,,delivery,294,-22.43,1
recovery-seed2000,recovery,2000,distractors,3,1,success,,delivery,328,-23.55,1
recovery-seed2000,recovery,2000,distractors,4,1,success,,delivery,531,-21.45,1
recovery-seed2000,recovery,2000,distractors,5,1,success,,delivery,290,-23.57,1
recovery-seed2000,recovery,2000,distractors,7,1,success,,delivery,276,-21.87,1
recovery-seed2000,recovery,2000,distractors,8,0,deliberate_drop,Failed,drop,336,-11.55,2
recovery-seed2000,recovery,2000,distractors,8,0,deliberate_drop,Failed,drop,433,15.03,2
recovery-seed2000,recovery,2000,distractors,9,1,success,,delivery,296,-24.02,1
recovery-seed2000,recovery,2000,distractors,10,1,success,,delivery,314,-22.91,1
recovery-seed2000,recovery,2000,distractors,11,1,success,,delivery,337,-25.38,1
recovery-seed2000,recovery,2000,distractors,12,1,success,,delivery,274,-23.37,1
recovery-seed2000,recovery,2000,distractors,13,1,success,,delivery,300,-20.92,1
recovery-seed2000,recovery,2000,distractors,14,1,success,,delivery,295,-22.52,1
recovery-seed2000,recovery,2000,distractors,15,0,deliberate_drop,Succeeded,drop,273,-15.24,1
recovery-seed2000,recovery,2000,in_distribution,1,1,success_after_drop,Succeeded,drop,315,-11.5,2
recovery-seed2000,recovery,2000,in_distribution,1,1,success_after_drop,Succeeded,delivery,577,-22.64,2
recovery-seed2000,recovery,2000,in_distribution,2,0,deliberate_drop,Failed,drop,223,-11.44,2
recovery-seed2000,recovery,2000,in_distribution,2,0,deliberate_drop,Failed,drop,1080,-25.39,2
recovery-seed2000,recovery,2000,in_distribution,3,1,success_after_missed_grasp,,delivery,374,-21.53,1
recovery-seed2000,recovery,2000,in_distribution,4,1,success,,delivery,311,-22.48,1
recovery-seed2000,recovery,2000,in_distribution,5,1,success_after_drop,Succeeded,drop,276,-10.84,1
recovery-seed2000,recovery,2000,in_distribution,6,1,success,,delivery,305,-23.65,1
recovery-seed2000,recovery,2000,in_distribution,7,1,success,,delivery,328,-23.52,1
recovery-seed2000,recovery,2000,in_distribution,8,0,deliberate_drop,Failed,drop,229,-12.43,3
recovery-seed2000,recovery,2000,in_distribution,8,0,deliberate_drop,Failed,drop,490,-35.44,3
recovery-seed2000,recovery,2000,in_distribution,8,0,deliberate_drop,Failed,drop,638,-53.45,3
recovery-seed2000,recovery,2000,in_distribution,9,1,success,,delivery,296,-23.29,1
recovery-seed2000,recovery,2000,in_distribution,10,1,success_after_missed_grasp,,delivery,837,-23.95,1
recovery-seed2000,recovery,2000,in_distribution,11,0,deliberate_drop,Failed,drop,280,-12.64,2
recovery-seed2000,recovery,2000,in_distribution,11,0,deliberate_drop,Failed,drop,439,3.75,2
recovery-seed2000,recovery,2000,in_distribution,12,0,deliberate_drop,Failed,drop,232,-10.69,2
recovery-seed2000,recovery,2000,in_distribution,12,0,deliberate_drop,Failed,drop,339,2.23,2
recovery-seed2000,recovery,2000,in_distribution,13,0,deliberate_drop,Failed,drop,228,-15.42,3
recovery-seed2000,recovery,2000,in_distribution,13,0,deliberate_drop,Failed,drop,339,-27.76,3
recovery-seed2000,recovery,2000,in_distribution,13,0,deliberate_drop,Failed,drop,739,0.1,3
recovery-seed2000,recovery,2000,in_distribution,14,0,deliberate_drop,Succeeded,drop,228,-11.58,4
recovery-seed2000,recovery,2000,in_distribution,14,0,deliberate_drop,Succeeded,drop,316,9.0,4
recovery-seed2000,recovery,2000,in_distribution,14,0,deliberate_drop,Succeeded,drop,695,-9.99,4
recovery-seed2000,recovery,2000,in_distribution,14,0,deliberate_drop,Succeeded,drop,795,-21.07,4
recovery-seed2000,recovery,2000,in_distribution,15,1,success,,delivery,265,-23.58,1
recovery-seed2000,recovery,2000,new_positions,10,0,timeout_other,,drop,1140,21.94,1
recovery-seed2000,recovery,2000,reduced_lighting,1,1,success_after_missed_grasp,,delivery,583,-23.98,1
recovery-seed2000,recovery,2000,reduced_lighting,2,1,success,,delivery,274,-21.14,1
recovery-seed2000,recovery,2000,reduced_lighting,3,0,deliberate_drop,Failed,drop,244,-13.65,3
recovery-seed2000,recovery,2000,reduced_lighting,3,0,deliberate_drop,Failed,drop,394,0.02,3
recovery-seed2000,recovery,2000,reduced_lighting,3,0,deliberate_drop,Failed,drop,891,-39.83,3
recovery-seed2000,recovery,2000,reduced_lighting,4,0,deliberate_drop,Failed,drop,258,-10.82,3
recovery-seed2000,recovery,2000,reduced_lighting,4,0,deliberate_drop,Failed,drop,395,13.7,3
recovery-seed2000,recovery,2000,reduced_lighting,4,0,deliberate_drop,Failed,drop,941,14.14,3
recovery-seed2000,recovery,2000,reduced_lighting,5,1,success_after_drop,Succeeded,drop,352,-10.74,2
recovery-seed2000,recovery,2000,reduced_lighting,5,1,success_after_drop,Succeeded,delivery,468,-26.62,2
recovery-seed2000,recovery,2000,reduced_lighting,6,0,deliberate_drop,Failed,drop,310,-14.61,1
recovery-seed2000,recovery,2000,reduced_lighting,7,0,deliberate_drop,Failed,drop,295,-12.8,2
recovery-seed2000,recovery,2000,reduced_lighting,7,0,deliberate_drop,Failed,drop,392,10.62,2
recovery-seed2000,recovery,2000,reduced_lighting,8,0,deliberate_drop,Failed,drop,280,-14.9,2
recovery-seed2000,recovery,2000,reduced_lighting,8,0,deliberate_drop,Failed,drop,415,-45.01,2
recovery-seed2000,recovery,2000,reduced_lighting,9,1,success_after_drop,Succeeded,drop,247,-14.37,3
recovery-seed2000,recovery,2000,reduced_lighting,9,1,success_after_drop,Succeeded,delivery,390,-26.67,3
recovery-seed2000,recovery,2000,reduced_lighting,9,1,success_after_drop,Succeeded,delivery,627,-23.59,3
recovery-seed2000,recovery,2000,reduced_lighting,10,0,deliberate_drop,Failed,drop,251,-12.01,3
recovery-seed2000,recovery,2000,reduced_lighting,10,0,deliberate_drop,Failed,drop,534,-2.0,3
recovery-seed2000,recovery,2000,reduced_lighting,10,0,deliberate_drop,Failed,drop,716,7.26,3
recovery-seed2000,recovery,2000,reduced_lighting,11,0,deliberate_drop,Failed,drop,246,-10.16,1
recovery-seed2000,recovery,2000,reduced_lighting,12,0,deliberate_drop,Failed,drop,252,-12.84,1
recovery-seed2000,recovery,2000,reduced_lighting,13,0,deliberate_drop,Failed,drop,267,-14.06,1
recovery-seed2000,recovery,2000,reduced_lighting,14,1,success_after_drop,Succeeded,drop,302,-15.39,3
recovery-seed2000,recovery,2000,reduced_lighting,14,1,success_after_drop,Succeeded,drop,929,-44.11,3
recovery-seed2000,recovery,2000,reduced_lighting,14,1,success_after_drop,Succeeded,delivery,1121,-22.49,3
recovery-seed2000,recovery,2000,reduced_lighting,15,0,deliberate_drop,Failed,drop,278,-16.44,4
recovery-seed2000,recovery,2000,reduced_lighting,15,0,deliberate_drop,Failed,drop,545,-54.38,4
recovery-seed2000,recovery,2000,reduced_lighting,15,0,deliberate_drop,Failed,drop,792,-39.06,4
recovery-seed2000,recovery,2000,reduced_lighting,15,0,deliberate_drop,Failed,drop,934,-16.96,4
recovery,recovery,1000,different_object,1,0,deliberate_drop,Failed,drop,497,-7.07,2
recovery,recovery,1000,different_object,1,0,deliberate_drop,Failed,drop,589,9.75,2
recovery,recovery,1000,different_object,2,1,success,,delivery,671,-20.41,1
recovery,recovery,1000,different_object,3,1,success,,delivery,345,-22.7,1
recovery,recovery,1000,different_object,4,0,deliberate_drop,Failed,drop,742,-9.93,2
recovery,recovery,1000,different_object,4,0,deliberate_drop,Failed,drop,944,11.26,2
recovery,recovery,1000,different_object,5,1,success,,delivery,357,-22.67,1
recovery,recovery,1000,different_object,6,1,success,,delivery,320,-21.73,1
recovery,recovery,1000,different_object,7,1,success,,delivery,1060,-21.75,1
recovery,recovery,1000,different_object,8,1,success,,delivery,457,-21.77,1
recovery,recovery,1000,different_object,9,1,success,,delivery,381,-20.66,1
recovery,recovery,1000,different_object,10,1,success,,delivery,562,-19.29,1
recovery,recovery,1000,different_object,11,1,success,,delivery,402,-21.82,1
recovery,recovery,1000,different_object,12,1,success,,delivery,397,-22.63,1
recovery,recovery,1000,different_object,13,0,deliberate_drop,Failed,drop,309,-11.95,2
recovery,recovery,1000,different_object,13,0,deliberate_drop,Failed,drop,943,-1.01,2
recovery,recovery,1000,different_object,14,0,deliberate_drop,Failed,drop,834,-2.02,1
recovery,recovery,1000,different_object,15,1,success,,delivery,465,-21.79,1
recovery,recovery,1000,distractors,1,1,success,,delivery,348,-22.77,1
recovery,recovery,1000,distractors,2,1,success,,delivery,295,-23.75,1
recovery,recovery,1000,distractors,3,1,success,,delivery,355,-22.32,1
recovery,recovery,1000,distractors,4,1,success,,delivery,317,-21.44,1
recovery,recovery,1000,distractors,5,1,success,,delivery,281,-22.53,1
recovery,recovery,1000,distractors,6,0,contact_no_grasp,,drop,293,8.32,1
recovery,recovery,1000,distractors,7,1,success,,delivery,296,-23.92,1
recovery,recovery,1000,distractors,8,1,success,,delivery,247,-21.13,1
recovery,recovery,1000,distractors,9,0,contact_no_grasp,,drop,295,1.35,1
recovery,recovery,1000,distractors,10,1,success,,delivery,285,-23.81,1
recovery,recovery,1000,distractors,11,1,success,,delivery,868,-20.68,1
recovery,recovery,1000,distractors,12,1,success,,delivery,377,-23.54,1
recovery,recovery,1000,distractors,13,1,success,,delivery,396,-22.57,1
recovery,recovery,1000,distractors,14,1,success,,delivery,246,-23.07,1
recovery,recovery,1000,distractors,15,1,success,,delivery,288,-22.49,1
recovery,recovery,1000,in_distribution,1,0,deliberate_drop,Failed,drop,325,-4.14,2
recovery,recovery,1000,in_distribution,1,0,deliberate_drop,Failed,drop,886,7.94,2
recovery,recovery,1000,in_distribution,2,1,success,,delivery,313,-23.94,1
recovery,recovery,1000,in_distribution,3,1,success,,delivery,283,-25.98,1
recovery,recovery,1000,in_distribution,4,0,deliberate_drop,Failed,drop,439,-17.4,2
recovery,recovery,1000,in_distribution,4,0,deliberate_drop,Failed,drop,881,27.64,2
recovery,recovery,1000,in_distribution,5,0,deliberate_drop,Failed,drop,221,-5.36,1
recovery,recovery,1000,in_distribution,6,0,deliberate_drop,Failed,drop,581,-8.71,2
recovery,recovery,1000,in_distribution,6,0,deliberate_drop,Failed,drop,680,6.14,2
recovery,recovery,1000,in_distribution,7,0,grasp_drop,,drop,332,-22.64,2
recovery,recovery,1000,in_distribution,7,0,grasp_drop,,drop,443,21.1,2
recovery,recovery,1000,in_distribution,8,1,success,,delivery,276,-23.69,1
recovery,recovery,1000,in_distribution,9,1,success,,delivery,305,-21.55,1
recovery,recovery,1000,in_distribution,10,1,success,,delivery,303,-24.5,1
recovery,recovery,1000,in_distribution,11,1,success,,delivery,353,-24.2,1
recovery,recovery,1000,in_distribution,12,0,deliberate_drop,Failed,drop,294,-6.95,1
recovery,recovery,1000,in_distribution,13,0,deliberate_drop,Failed,drop,275,-7.32,3
recovery,recovery,1000,in_distribution,13,0,deliberate_drop,Failed,drop,381,-24.62,3
recovery,recovery,1000,in_distribution,13,0,deliberate_drop,Failed,drop,1044,-23.76,3
recovery,recovery,1000,in_distribution,14,1,success,,delivery,296,-22.95,1
recovery,recovery,1000,in_distribution,15,1,success,,delivery,273,-24.21,1
recovery,recovery,1000,new_positions,1,0,timeout_other,,drop,827,20.47,1
recovery,recovery,1000,new_positions,13,0,timeout_other,,drop,1141,25.3,1
recovery,recovery,1000,reduced_lighting,1,0,deliberate_drop,Failed,drop,294,-14.17,2
recovery,recovery,1000,reduced_lighting,1,0,deliberate_drop,Failed,drop,941,13.77,2
recovery,recovery,1000,reduced_lighting,2,0,deliberate_drop,Failed,drop,279,-10.48,2
recovery,recovery,1000,reduced_lighting,2,0,deliberate_drop,Failed,drop,746,21.01,2
recovery,recovery,1000,reduced_lighting,3,0,deliberate_drop,Failed,drop,484,-14.52,1
recovery,recovery,1000,reduced_lighting,4,0,grasp_drop,,drop,294,-18.97,2
recovery,recovery,1000,reduced_lighting,4,0,grasp_drop,,drop,544,13.52,2
recovery,recovery,1000,reduced_lighting,5,1,success,,delivery,341,-23.72,1
recovery,recovery,1000,reduced_lighting,6,0,deliberate_drop,Failed,drop,254,-13.85,3
recovery,recovery,1000,reduced_lighting,6,0,deliberate_drop,Failed,drop,373,-39.05,3
recovery,recovery,1000,reduced_lighting,6,0,deliberate_drop,Failed,drop,1043,-25.3,3
recovery,recovery,1000,reduced_lighting,7,1,success,,delivery,363,-23.33,1
recovery,recovery,1000,reduced_lighting,8,1,success,,delivery,300,-23.71,1
recovery,recovery,1000,reduced_lighting,9,0,deliberate_drop,Failed,drop,375,-14.96,1
recovery,recovery,1000,reduced_lighting,10,0,deliberate_drop,Failed,drop,383,-4.97,2
recovery,recovery,1000,reduced_lighting,10,0,deliberate_drop,Failed,drop,993,16.33,2
recovery,recovery,1000,reduced_lighting,11,1,success,,delivery,399,-22.93,1
recovery,recovery,1000,reduced_lighting,12,1,success,,delivery,394,-22.4,1
recovery,recovery,1000,reduced_lighting,13,1,success,,delivery,362,-21.87,1
recovery,recovery,1000,reduced_lighting,14,0,deliberate_drop,Failed,drop,233,-14.01,2
recovery,recovery,1000,reduced_lighting,14,0,deliberate_drop,Failed,drop,1093,-19.17,2
recovery,recovery,1000,reduced_lighting,15,1,success,,delivery,411,-21.02,1
