policy,condition,seed,cell,episode,success,failure_mode,frames,duration_s,n_releases,n_kept,nearest_release_deg,max_travel_deg,n_rel_12,n_rel_11,n_rel_10,n_rel_9,n_rel_8
color-seed2000,color,2000,in_distribution,9,0,contact_no_grasp,1150,38.3,11,2,25.230010615941772,23.821721176510565,11,11,11,11,11
color-seed2000,color,2000,in_distribution,10,1,success,384,12.767,1,1,2.6608617215974952,46.746133585392705,1,1,1,1,1
color-seed2000,color,2000,in_distribution,11,1,success,370,12.3,1,1,2.8975002291523815,46.55418208479974,1,1,1,1,1
color-seed2000,color,2000,in_distribution,12,1,success,389,12.933,1,1,2.4915413857853714,46.817991016263704,1,1,1,1,1
color-seed2000,color,2000,in_distribution,13,1,success,374,12.433,1,1,2.9966529180814554,46.77083627337076,1,1,1,1,1
color-seed2000,color,2000,in_distribution,14,1,success,401,13.333,1,1,1.8798612924332154,48.20539774828241,1,1,1,1,1
color-seed2000,color,2000,in_distribution,15,1,success,347,11.533,1,1,2.750635566636266,47.22997265502246,1,1,1,1,1
color-seed2000,color,2000,new_positions,1,0,timeout_other,1151,38.333,8,0,47.99543407173471,1.4423120472932212,8,8,8,8,9
color-seed2000,color,2000,new_positions,2,0,timeout_other,1151,38.333,9,0,47.88495765905766,1.7802724632649287,9,7,7,7,6
color-seed2000,color,2000,new_positions,3,0,timeout_other,1151,38.333,9,0,47.87761234536271,1.568613449844591,9,8,8,8,6
color-seed2000,color,2000,new_positions,4,0,timeout_other,1150,38.3,9,0,48.933537372823906,1.851914600458656,9,9,9,9,8
color-seed2000,color,2000,new_positions,5,0,timeout_other,1151,38.333,7,0,48.566486981753386,2.396412211360456,7,7,7,8,7
color-seed2000,color,2000,new_positions,6,0,timeout_other,1151,38.333,9,0,47.06389994158796,2.337381941597151,9,9,9,10,11
color-seed2000,color,2000,new_positions,7,0,timeout_other,1151,38.333,2,0,47.425812231453136,0.7904769693451144,2,1,1,1,1
color-seed2000,color,2000,new_positions,8,0,timeout_other,1151,38.333,3,0,47.563413838275125,0.587445985730497,3,3,3,3,2
color-seed2000,color,2000,new_positions,9,0,timeout_other,1149,38.267,6,0,46.450177272087615,1.55714680004197,6,6,5,3,3
color-seed2000,color,2000,new_positions,10,0,timeout_other,1147,38.2,9,0,46.18713362823276,2.8584885276806986,9,9,9,9,9
color-seed2000,color,2000,new_positions,11,0,timeout_other,1149,38.267,5,0,45.353467661713765,2.2101687070008893,5,5,6,6,5
color-seed2000,color,2000,new_positions,12,0,timeout_other,1147,38.2,8,0,39.73447636736685,6.880604101767807,8,8,7,7,7
color-seed2000,color,2000,new_positions,13,0,timeout_other,1151,38.333,8,0,47.16685373989465,2.3663941215016635,8,8,8,8,8
color-seed2000,color,2000,new_positions,14,0,timeout_other,1145,38.133,7,0,47.730854425089944,2.976834919316616,7,7,7,7,7
color-seed2000,color,2000,new_positions,15,0,timeout_other,1123,37.4,9,0,48.57401864207655,2.756006928111539,9,9,9,9,9
color-seed2000,color,2000,reduced_lighting,1,0,contact_no_grasp,1151,38.333,9,0,47.397606950540734,2.0226081119098183,9,9,9,9,9
color-seed2000,color,2000,reduced_lighting,2,1,success,351,11.667,1,1,2.4909986286157952,46.60153402946429,1,1,1,1,1
color-seed2000,color,2000,reduced_lighting,3,1,success,376,12.5,1,1,2.5852067997300203,46.879733262684326,1,1,1,1,1
color-seed2000,color,2000,reduced_lighting,4,1,success,401,13.333,1,1,4.111809035458702,45.902594865959074,1,1,1,1,1
color-seed2000,color,2000,reduced_lighting,5,1,success,460,15.3,1,1,2.104481347063075,48.149714481064834,1,1,1,1,1
color-seed2000,color,2000,reduced_lighting,6,1,success,383,12.733,1,1,1.4766361360103168,48.60726058420966,1,1,1,1,1
color-seed2000,color,2000,reduced_lighting,7,1,success,385,12.8,1,1,2.2888849046177704,47.89121371471935,1,1,1,1,1
color-seed2000,color,2000,reduced_lighting,8,1,success,432,14.367,1,1,1.6076251513162738,48.49029279578448,1,1,1,1,1
color-seed2000,color,2000,reduced_lighting,9,1,success,359,11.933,1,1,3.6224989735596047,46.91679091303255,1,1,1,1,1
color-seed2000,color,2000,reduced_lighting,10,1,success,369,12.267,1,1,1.5718321251731702,47.907588698525515,1,1,1,1,1
color-seed2000,color,2000,reduced_lighting,11,1,success,380,12.633,1,1,2.0652092474629775,46.19321419240962,1,1,1,1,1
color-seed2000,color,2000,reduced_lighting,12,1,success,354,11.767,1,1,3.2401934876428093,46.31628980818313,1,1,1,1,1
color-seed2000,color,2000,reduced_lighting,13,1,success,437,14.533,1,1,1.3768954601475265,48.84464085989631,1,1,1,1,1
color-seed2000,color,2000,reduced_lighting,14,1,success,350,11.633,1,1,1.553577392369693,49.11366749695048,1,1,1,1,1
color-seed2000,color,2000,reduced_lighting,15,1,success,426,14.167,1,1,2.799765945626465,46.72988162654497,1,1,1,1,1
color-slowpace,color-slowpace,1000,different_object,1,1,success,688,22.9,1,1,3.0398563887798637,46.846648594817424,1,1,1,1,1
color-slowpace,color-slowpace,1000,different_object,2,1,success,619,20.6,1,1,3.824355792497361,47.24600208343066,1,1,1,1,1
color-slowpace,color-slowpace,1000,different_object,3,1,success,589,19.6,1,1,1.602767474648548,48.770149247562294,1,1,1,2,2
color-slowpace,color-slowpace,1000,different_object,4,1,success,1151,38.333,1,1,3.296187935637608,47.784612588233095,1,1,1,1,2
color-slowpace,color-slowpace,1000,different_object,5,1,success,555,18.467,1,1,3.523688221647358,46.802140697721455,1,1,1,2,2
color-slowpace,color-slowpace,1000,different_object,6,1,success,521,17.333,1,1,2.76094433447712,48.52238964560275,1,1,1,1,1
color-slowpace,color-slowpace,1000,different_object,7,1,success,590,19.633,1,1,2.8910197085476206,47.45246510154757,1,1,1,1,1
color-slowpace,color-slowpace,1000,different_object,8,0,timeout_other,1151,38.333,0,0,,,0,0,0,0,0
color-slowpace,color-slowpace,1000,different_object,9,1,success,656,21.833,1,1,1.6143824780775198,47.1040348997747,1,1,2,2,2
color-slowpace,color-slowpace,1000,different_object,10,1,success,598,19.9,1,1,1.3912477689017386,48.634032986194384,1,1,1,1,1
color-slowpace,color-slowpace,1000,different_object,11,1,success,545,18.133,1,1,3.2106421689498497,46.5247809289237,1,1,1,1,1
color-slowpace,color-slowpace,1000,different_object,12,1,success,711,23.667,1,1,3.445393690745167,46.41748688245095,1,1,1,1,1
color-slowpace,color-slowpace,1000,different_object,13,1,success,576,19.167,2,1,1.5671770778487577,48.98918071253606,2,2,2,2,2
color-slowpace,color-slowpace,1000,different_object,14,1,success,795,26.467,1,1,2.272352521232424,50.125920473356864,1,2,2,2,2
color-slowpace,color-slowpace,1000,different_object,15,1,success,693,23.067,1,1,3.030468498936731,47.52613895974609,1,1,1,1,1
color-slowpace,color-slowpace,1000,in_distribution,1,1,success,755,25.133,1,1,2.720056627702238,47.482736478085506,1,1,1,1,1
color-slowpace,color-slowpace,1000,in_distribution,2,1,success,842,28.033,1,1,2.1899873115583937,47.723226752353824,1,1,1,1,1
color-slowpace,color-slowpace,1000,in_distribution,3,1,success,600,19.967,1,1,3.120213396926456,46.219376897173845,1,1,1,1,1
color-slowpace,color-slowpace,1000,in_distribution,4,0,no_departure,1147,38.2,0,0,,,0,0,0,0,0
color-slowpace,color-slowpace,1000,in_distribution,5,1,success,602,20.033,1,1,4.1880157604485895,45.992084668079094,1,1,1,1,2
color-slowpace,color-slowpace,1000,in_distribution,6,1,success,547,18.2,1,1,2.2906126816075947,47.5313150539533,1,1,1,1,1
color-slowpace,color-slowpace,1000,in_distribution,7,1,success,542,18.033,1,1,2.7816867043078197,47.03797773385593,1,1,1,1,1
color-slowpace,color-slowpace,1000,in_distribution,8,0,contact_no_grasp,1151,38.333,6,0,49.5447000376744,3.294689800536588,6,7,8,7,7
color-slowpace,color-slowpace,1000,in_distribution,9,1,success,641,21.333,1,1,3.243952985637417,47.60780039429023,1,1,1,1,1
color-slowpace,color-slowpace,1000,in_distribution,10,0,timeout_other,1149,38.267,0,0,,,0,0,0,0,0
color-slowpace,color-slowpace,1000,in_distribution,11,1,success,872,29.033,1,1,3.0607362570935344,46.295722929837254,1,1,1,1,1
color-slowpace,color-slowpace,1000,in_distribution,12,1,success,810,26.967,1,1,3.448096621449668,46.62665283127236,1,1,1,1,1
color-slowpace,color-slowpace,1000,in_distribution,13,0,no_departure,1149,38.267,0,0,,,0,0,0,0,0
color-slowpace,color-slowpace,1000,in_distribution,14,1,success,636,21.167,1,1,2.402874765372541,47.64609914936623,1,1,1,1,1
color-slowpace,color-slowpace,1000,in_distribution,15,0,timeout_other,1150,38.3,0,0,,,0,0,0,0,0
color,color,1000,different_object,1,1,success,401,13.333,1,1,0.9322760235914807,47.08932979886027,1,1,1,1,1
color,color,1000,different_object,2,1,success,392,13.033,1,1,2.134389076297392,46.503177384383925,1,1,1,1,1
color,color,1000,different_object,3,1,success,401,13.333,1,1,1.5298878511081817,48.96201571619868,1,1,1,1,1
color,color,1000,different_object,4,1,success,389,12.933,1,1,1.221572831738822,49.30858064249877,1,1,1,1,1
color,color,1000,different_object,5,1,success,385,12.8,1,1,1.6729948248202469,48.08204713554298,1,1,1,1,1
color,color,1000,different_object,6,1,success,401,13.333,1,1,1.5109130604597318,46.697886091398345,1,1,1,1,1
color,color,1000,different_object,7,1,success,353,11.733,1,1,1.3108129655608387,47.746556264692856,1,1,1,1,1
color,color,1000,different_object,8,1,success,401,13.333,1,1,3.101063114793181,47.293970962077964,1,1,1,1,1
color,color,1000,different_object,9,1,success,413,13.733,1,1,2.53321609045614,47.00423632981383,1,1,1,1,1
color,color,1000,different_object,10,1,success,384,12.767,1,1,1.1260403331308346,46.798243701243884,1,1,1,1,1
color,color,1000,different_object,11,1,success,400,13.3,1,1,1.5382354563762881,47.764946686788726,1,1,1,1,1
color,color,1000,different_object,12,1,success,392,13.033,1,1,2.4952158518234206,47.59481945198449,1,1,1,1,1
color,color,1000,different_object,13,1,success,401,13.333,1,1,1.5057785776355281,48.43208389853779,1,1,1,1,1
color,color,1000,different_object,14,1,success,340,11.3,1,1,2.9078162337554936,47.51984116738842,1,1,1,1,1
color,color,1000,different_object,15,1,success,401,13.333,1,1,1.311905716662256,49.06372298220591,1,1,1,1,1
color,color,1000,distractors,1,1,success,403,13.4,1,1,3.7270973260901137,46.56936843040453,1,1,1,1,1
color,color,1000,distractors,2,1,success,358,11.9,1,1,2.6262898990859433,47.35998470742317,1,1,1,1,1
color,color,1000,distractors,3,1,success,403,13.4,1,1,1.4986576035706598,48.11572340872473,1,1,1,1,1
color,color,1000,distractors,4,1,success,371,12.333,1,1,2.2449613760743894,48.66867536713798,1,1,1,1,1
color,color,1000,distractors,5,1,success,418,13.9,1,1,3.792231804820606,45.85717151843709,1,1,1,1,1
color,color,1000,distractors,6,1,success,441,14.667,1,1,4.327321624783043,46.29742175977804,1,1,1,1,1
color,color,1000,distractors,7,1,success,385,12.8,1,1,2.487114296472182,48.97745173010148,1,1,1,1,1
color,color,1000,distractors,8,1,success,434,14.433,1,1,4.033827494524299,46.291478568771154,1,1,1,1,1
color,color,1000,distractors,9,1,success,418,13.9,1,1,2.719966168173979,47.390634204789244,1,1,1,1,1
color,color,1000,distractors,10,1,success,414,13.767,1,1,3.63205330893474,46.98034235001844,1,1,1,1,1
color,color,1000,distractors,11,0,contact_no_grasp,1151,38.333,11,0,44.797130707752906,4.537113428227052,11,11,11,11,10
color,color,1000,distractors,12,1,success,429,14.267,1,1,3.4316854538321913,47.37764602572124,1,1,1,1,1
color,color,1000,distractors,13,1,success,394,13.1,1,1,4.5801795257554865,46.33753694218154,1,1,1,1,1
color,color,1000,distractors,14,0,contact_no_grasp,1151,38.333,10,1,38.06551616282012,11.195974992959044,10,9,8,8,8
color,color,1000,distractors,15,1,success,475,15.8,1,1,2.1131546066329285,47.707821494690634,1,1,1,1,1
color,color,1000,in_distribution,1,1,success,355,11.8,1,1,2.5921323812138333,46.677813122076785,1,1,1,1,1
color,color,1000,in_distribution,2,1,success,464,15.433,1,1,2.05036664806558,47.72311458253878,1,1,1,1,1
color,color,1000,in_distribution,3,1,success,431,14.333,1,1,1.9832384413321726,46.9573204000755,1,1,1,1,1
color,color,1000,in_distribution,4,1,success,635,21.133,3,1,1.748407315151983,46.780320050313854,3,3,3,3,3
color,color,1000,in_distribution,5,1,success,405,13.467,1,1,2.0440181983720827,47.57899988968186,1,1,1,1,1
color,color,1000,in_distribution,6,1,success,351,11.667,1,1,2.1519545074954998,48.2734486422041,1,1,1,1,1
color,color,1000,in_distribution,7,1,success,380,12.633,1,1,1.9974369688883336,47.17208398450583,1,1,1,1,1
color,color,1000,in_distribution,8,0,contact_no_grasp,1146,38.167,8,2,14.676865002594614,34.38065981804769,8,8,8,8,8
color,color,1000,in_distribution,9,1,success,425,14.133,1,1,1.8285942593854365,47.001489978535766,1,1,1,1,1
color,color,1000,in_distribution,10,1,success,446,14.833,1,1,1.5554046748406058,48.137748494666205,1,1,1,1,1
color,color,1000,in_distribution,11,0,grasp_drop,1148,38.233,5,0,48.5746518587744,3.757241933975493,5,5,5,5,5
color,color,1000,in_distribution,12,1,success,400,13.3,1,1,1.6077481762747148,48.89607795685721,1,1,1,1,1
color,color,1000,in_distribution,13,1,success,343,11.4,1,1,2.5461952235713134,48.24062087939746,1,1,1,1,1
color,color,1000,in_distribution,14,1,success,401,13.333,1,1,2.5179031015117808,47.31492319801424,1,1,1,1,1
color,color,1000,in_distribution,15,1,success,395,13.133,1,1,3.2350770967242504,46.716256612398,1,1,1,1,1
color,color,1000,new_positions,1,0,timeout_other,1149,38.267,8,0,46.809833501317925,3.3552542638992335,8,8,7,5,5
color,color,1000,new_positions,2,0,timeout_other,1149,38.267,6,0,48.82842521017287,0.7540923378871653,6,5,5,5,5
color,color,1000,new_positions,3,0,timeout_other,1151,38.333,9,0,48.757137674329925,2.1795879588763043,9,8,7,7,7
color,color,1000,new_positions,4,0,timeout_other,1150,38.3,3,0,45.95346762077661,3.3825115289554404,3,3,3,3,3
color,color,1000,new_positions,5,0,timeout_other,1151,38.333,7,0,48.807536295906374,1.1349179059215828,7,7,6,6,6
color,color,1000,new_positions,6,0,timeout_other,1151,38.333,5,0,49.0378191170055,0.7874103913369979,5,4,3,3,2
color,color,1000,new_positions,7,0,timeout_other,1151,38.333,2,0,47.919809906106835,1.1418434874054029,2,1,1,1,1
color,color,1000,new_positions,8,0,timeout_other,1151,38.333,8,0,46.61952474575821,1.6390778039803422,8,4,3,3,3
color,color,1000,new_positions,9,0,timeout_other,1151,38.333,5,0,46.66352245111477,2.0557796209238646,5,5,5,4,4
color,color,1000,new_positions,10,0,timeout_other,1151,38.333,7,0,46.728170257583216,4.213865349932043,7,8,8,7,6
color,color,1000,new_positions,11,0,timeout_other,1151,38.333,7,0,46.403565286364255,1.5255782338687496,7,8,7,7,7
color,color,1000,new_positions,12,0,timeout_other,1151,38.333,9,0,48.43408498861595,2.0965370659780334,9,9,9,9,9
color,color,1000,new_positions,13,0,timeout_other,1151,38.333,8,0,45.19801296239379,2.4835627300795977,8,8,7,6,6
color,color,1000,new_positions,14,0,timeout_other,1150,38.3,8,0,39.77300398504935,2.6142098083687184,8,8,8,7,7
color,color,1000,new_positions,15,0,timeout_other,1115,37.133,7,1,46.76219027697236,12.793723195368942,7,7,7,7,6
color,color,1000,reduced_lighting,1,1,success,332,11.033,1,1,2.8655336410547996,45.94285116522668,1,1,1,1,1
color,color,1000,reduced_lighting,2,0,contact_no_grasp,1151,38.333,11,0,47.793249789304625,2.2488347277616256,11,10,10,9,9
color,color,1000,reduced_lighting,3,1,success,390,12.967,1,1,1.9744946233302691,48.57514021491404,1,1,1,1,1
color,color,1000,reduced_lighting,4,1,success,383,12.733,1,1,2.888640622954302,46.2320032381288,1,1,1,1,1
color,color,1000,reduced_lighting,5,0,contact_no_grasp,1151,38.333,7,0,40.54079551389667,1.267312662296753,7,6,6,8,8
color,color,1000,reduced_lighting,6,1,success,379,12.6,1,1,2.7490651892256217,47.57102859605132,1,1,1,1,1
color,color,1000,reduced_lighting,7,1,success,438,14.567,1,1,3.6507730037134856,45.460671123345264,1,1,1,1,1
color,color,1000,reduced_lighting,8,1,success,337,11.2,1,1,1.9495549313881604,48.25119197987027,1,1,1,1,1
color,color,1000,reduced_lighting,9,1,success,351,11.667,1,1,2.469462024126937,46.41808391533749,1,1,1,1,1
color,color,1000,reduced_lighting,10,1,success,351,11.667,1,1,1.2552563416828342,49.567117592655556,1,1,1,1,1
color,color,1000,reduced_lighting,11,0,contact_no_grasp,1151,38.333,8,1,41.41755006751318,10.463875175583178,8,8,10,9,10
color,color,1000,reduced_lighting,12,1,success,379,12.6,1,1,2.1982842594906806,47.388246073243096,1,1,1,1,1
color,color,1000,reduced_lighting,13,1,success_after_missed_grasp,566,18.833,4,1,2.912331973406385,46.60224323216587,4,3,3,3,3
color,color,1000,reduced_lighting,14,1,success,405,13.467,1,1,1.6917380390763448,47.587452428002756,1,1,1,1,1
color,color,1000,reduced_lighting,15,1,success,426,14.167,1,1,1.6175793178063351,47.31283901048306,1,1,1,1,1
density10-seed2000,density10,2000,distractors,1,1,success,446,14.833,1,1,5.867018781823088,38.73730648739006,1,1,1,1,1
density10-seed2000,density10,2000,distractors,2,0,timeout_other,1151,38.333,5,0,31.142839899829237,2.5978777928384753,5,4,4,4,4
density10-seed2000,density10,2000,distractors,3,1,success,1151,38.333,3,3,4.643995104563903,36.683337866222026,3,3,3,3,3
density10-seed2000,density10,2000,distractors,4,0,grasp_drop,1150,38.3,3,2,7.414918808886011,38.8618023177573,3,2,2,2,2
density10-seed2000,density10,2000,distractors,5,0,grasp_drop,1150,38.3,4,2,6.374276014129567,36.835033067547386,4,4,4,4,4
density10-seed2000,density10,2000,distractors,6,0,timeout_other,1147,38.2,5,0,33.91749313742722,2.3559926326443392,5,4,4,4,5
density10-seed2000,density10,2000,distractors,7,0,contact_no_grasp,1150,38.3,5,0,32.49876909057504,3.079063232206636,5,4,4,3,3
density10-seed2000,density10,2000,distractors,8,0,contact_no_grasp,1151,38.333,3,0,31.852774305920413,6.782270071569506,3,3,3,3,3
density10-seed2000,density10,2000,distractors,9,0,contact_no_grasp,1147,38.2,6,0,31.601227389661325,1.9883033711554576,6,4,4,4,4
density10-seed2000,density10,2000,distractors,10,1,success,657,21.867,3,1,5.747129150635001,36.40832099920628,3,3,3,3,3
density10-seed2000,density10,2000,distractors,11,0,grasp_drop,1150,38.3,3,2,4.811341613469327,40.16837622451075,3,3,3,3,3
density10-seed2000,density10,2000,distractors,12,0,contact_no_grasp,1146,38.167,3,0,33.49464730932408,1.519080525953619,3,3,3,3,3
density10-seed2000,density10,2000,distractors,13,1,success,1122,37.367,2,2,5.002933085139798,39.54411501996778,2,2,2,2,3
density10-seed2000,density10,2000,distractors,14,0,contact_no_grasp,1108,36.9,4,1,20.921852515236587,22.65051045555223,4,4,4,4,4
density10-seed2000,density10,2000,distractors,15,1,success,431,14.333,2,1,6.332342595207965,38.07871770106184,2,2,2,2,2
density10-seed2000,density10,2000,in_distribution,1,1,success,451,15.0,1,1,0.1092426700245106,52.16144439671207,1,1,1,1,1
density10-seed2000,density10,2000,in_distribution,2,1,success,462,15.367,1,1,3.2092110992127267,47.644541436289536,1,1,1,1,1
density10-seed2000,density10,2000,in_distribution,3,1,success,416,13.833,1,1,0.929732301656724,51.37238040519843,1,1,1,1,1
density10-seed2000,density10,2000,in_distribution,4,0,contact_no_grasp,1151,38.333,7,1,26.61063016955491,14.183710285431356,7,6,6,6,6
density10-seed2000,density10,2000,in_distribution,5,1,success,411,13.667,1,1,1.1231022076528525,49.31285033223278,1,1,1,1,1
density10-seed2000,density10,2000,in_distribution,6,1,success,451,15.0,1,1,1.1041599824345774,50.18962207315967,1,1,1,1,1
density10-seed2000,density10,2000,in_distribution,7,1,success,449,14.933,1,1,3.328178043212535,47.79033686718158,1,1,1,1,1
density10-seed2000,density10,2000,in_distribution,8,1,success,440,14.633,1,1,3.386542530847823,47.76081992310936,1,1,1,1,1
density10-seed2000,density10,2000,in_distribution,9,1,success,348,11.567,1,1,1.850849112528703,48.274687937741305,1,1,1,1,1
density10-seed2000,density10,2000,in_distribution,10,1,success,424,14.1,1,1,4.137188360708169,46.55892397327129,1,1,1,1,1
density10-seed2000,density10,2000,in_distribution,11,1,success,413,13.733,1,1,0.34780977472196284,51.42294004473518,1,1,1,1,1
density10-seed2000,density10,2000,in_distribution,12,1,success,427,14.2,1,1,3.963489783728118,47.61382499887255,1,1,1,1,1
density10-seed2000,density10,2000,in_distribution,13,1,success,442,14.7,2,1,2.322128781254424,48.39260916959439,2,2,2,2,2
density10-seed2000,density10,2000,in_distribution,14,0,contact_no_grasp,1150,38.3,3,1,17.602273680093713,23.15308731186638,3,2,2,2,2
density10-seed2000,density10,2000,in_distribution,15,1,success,369,12.267,2,1,2.781735552453082,48.77092900869592,2,2,2,2,2
density10-seed2000,density10,2000,new_positions,1,0,timeout_other,1124,37.433,3,0,23.09414918550893,5.1476537315231,3,3,3,2,2
density10-seed2000,density10,2000,new_positions,2,0,contact_no_grasp,1119,37.267,3,0,44.456767436084576,6.542322554470772,3,3,4,5,4
density10-seed2000,density10,2000,new_positions,3,0,timeout_other,1126,37.5,5,0,42.00168860226444,5.79861497042819,5,5,5,7,6
density10-seed2000,density10,2000,new_positions,4,0,timeout_other,1120,37.3,1,0,12.088177445530016,7.481466140134989,1,2,2,2,3
density10-seed2000,density10,2000,new_positions,5,0,timeout_other,1101,36.667,4,0,30.25797935648234,8.008968214866734,4,5,5,4,3
density10-seed2000,density10,2000,new_positions,6,0,timeout_other,1099,36.6,2,0,33.30572730919489,2.215730158798493,2,1,2,3,3
density10-seed2000,density10,2000,new_positions,7,0,timeout_other,1096,36.5,4,0,44.94786859664329,5.0222551150638,4,4,4,4,4
density10-seed2000,density10,2000,new_positions,8,0,timeout_other,1095,36.467,4,0,49.75128402093323,3.7381857297516063,4,6,5,4,4
density10-seed2000,density10,2000,new_positions,9,0,timeout_other,1094,36.433,4,0,47.440223992870045,5.134859135845588,4,6,5,5,3
density10-seed2000,density10,2000,new_positions,10,0,timeout_other,1095,36.467,6,0,45.00008907311896,6.325436789507378,6,6,6,6,6
density10-seed2000,density10,2000,new_positions,11,0,contact_no_grasp,1085,36.133,3,0,11.944793665661463,9.418600852979663,3,3,3,4,4
density10-seed2000,density10,2000,new_positions,12,0,contact_no_grasp,1089,36.267,4,0,20.236525701544384,1.311268756270306,4,4,4,4,4
density10-seed2000,density10,2000,new_positions,13,0,timeout_other,1101,36.667,3,0,20.14992155837595,5.591383498618682,3,2,2,2,2
density10-seed2000,density10,2000,new_positions,14,0,timeout_other,1084,36.1,3,0,21.273671330938186,3.7727390080598706,3,3,5,4,4
density10-seed2000,density10,2000,new_positions,15,1,success_after_missed_grasp,751,25.0,1,0,32.795861248570446,3.9440637008694805,1,2,2,3,3
density10-seed2000,density10,2000,new_positions,16,0,timeout_other,1074,35.767,5,0,55.95286930254056,1.6751078340874912,5,3,4,3,3
density10-seed2000,density10,2000,new_positions,17,0,timeout_other,1117,37.2,2,0,47.746364615805916,8.709819692799428,2,2,2,2,2
density10-seed2000,density10,2000,new_positions,18,0,timeout_other,1122,37.367,3,0,53.8133639606376,2.843472245989041,3,3,3,3,3
density10-seed2000,density10,2000,new_positions,19,0,contact_no_grasp,1121,37.333,4,0,48.119218890209794,7.845131535657913,4,4,4,5,4
density10-seed2000,density10,2000,new_positions,20,0,timeout_other,1120,37.3,5,0,52.36171468083708,3.0528100679141446,5,4,4,4,4
density10-seed2000,density10,2000,new_positions,21,0,timeout_other,1117,37.2,6,0,48.76294155766327,3.0395740297387093,6,6,4,5,4
density10-seed2000,density10,2000,new_positions,22,0,contact_no_grasp,1107,36.867,5,0,53.07479447780037,5.442781560862279,5,5,5,5,5
density10-seed2000,density10,2000,new_positions,23,0,contact_no_grasp,1104,36.767,4,0,48.7437804203866,5.2824908951613665,4,5,5,5,4
density10-seed2000,density10,2000,new_positions,24,0,timeout_other,1101,36.667,6,0,42.63033191698243,2.8634475190200774,6,5,5,6,7
density10-seed2000,density10,2000,new_positions,25,0,contact_no_grasp,1101,36.667,3,0,52.26880550854871,3.154980486706073,3,3,3,3,3
density10-seed2000,density10,2000,spot_check,1,1,success,621,20.667,1,1,2.5415673141053823,50.9421024222532,1,1,1,1,1
density10-seed2000,density10,2000,spot_check,2,1,success,503,16.733,1,1,2.123595445385046,51.06944230018902,1,1,1,1,1
density10-seed2000,density10,2000,spot_check,3,1,success,469,15.6,1,1,2.9895717462090268,14.564903119150516,1,1,1,1,1
density10-seed2000,density10,2000,spot_check,4,1,success,429,14.267,1,1,3.3081430668928427,14.360001432491424,1,1,1,1,2
density10-seed2000,density10,2000,spot_check,5,1,success,582,19.367,2,1,2.508205840081981,67.1527574493793,2,2,2,2,2
density10-seed2000,density10,2000,spot_check,6,1,success,597,19.867,1,1,2.508754024823258,63.677072606312954,1,1,1,1,1
density10,density10,1000,distractors,1,0,contact_no_grasp,1151,38.333,3,1,34.2581212048874,12.857322575904808,3,2,2,2,2
density10,density10,1000,distractors,2,1,success,431,14.333,1,1,6.502382988865062,46.19272209257587,1,1,1,1,1
density10,density10,1000,distractors,3,1,success,432,14.367,0,0,,,0,0,1,1,1
density10,density10,1000,distractors,4,1,success,494,16.433,2,1,5.718961862724466,42.11809204854624,2,2,2,2,2
density10,density10,1000,distractors,5,0,contact_no_grasp,1151,38.333,4,1,18.60510981960792,27.830253800131345,4,4,3,3,2
density10,density10,1000,distractors,6,1,success,1151,38.333,2,2,4.528729764460618,45.92461452432886,2,2,2,2,2
density10,density10,1000,distractors,7,0,contact_no_grasp,1148,38.233,3,0,36.251969066678924,1.9087539404474363,3,3,3,4,3
density10,density10,1000,distractors,8,1,success,420,13.967,1,1,3.1403804441574117,44.673459742970444,1,1,1,1,1
density10,density10,1000,distractors,9,0,timeout_other,1149,38.267,5,0,33.66721559449849,2.098109252579249,5,4,4,4,5
density10,density10,1000,distractors,10,1,success,1151,38.333,2,2,7.975843870120368,45.31747188091436,2,2,2,2,2
density10,density10,1000,distractors,11,1,success_after_missed_grasp,693,23.067,2,1,6.8492880429914145,42.352181406594674,2,3,3,3,3
density10,density10,1000,distractors,12,1,success,451,15.0,2,1,4.5500402201288175,43.76031603491957,2,2,2,2,2
density10,density10,1000,distractors,13,0,contact_no_grasp,1151,38.333,4,0,32.947965553112375,2.1761396416589136,4,4,3,4,4
density10,density10,1000,distractors,14,1,success,407,13.533,1,1,6.27989777910221,43.07583954079304,1,1,1,1,1
density10,density10,1000,distractors,15,0,contact_no_grasp,1151,38.333,5,0,33.24233171322358,4.871990078880275,5,5,7,6,5
density10,density10,1000,in_distribution,1,1,success_after_missed_grasp,754,25.1,2,1,2.4229911552676704,48.37571856647712,2,2,2,2,2
density10,density10,1000,in_distribution,2,1,success,555,18.467,1,1,2.2601730503470954,48.74036273409585,1,1,1,1,1
density10,density10,1000,in_distribution,3,1,success,412,13.7,1,1,4.757554377964144,46.77909341911061,1,1,1,1,1
density10,density10,1000,in_distribution,4,0,contact_no_grasp,1143,38.067,2,0,35.92490404858886,2.5764483828906144,2,1,1,1,1
density10,density10,1000,in_distribution,5,1,success,381,12.667,1,1,4.6710913516598005,44.86727651903619,1,1,1,1,1
density10,density10,1000,in_distribution,6,1,success,412,13.7,1,1,1.8042154165185629,51.12110192758945,1,1,1,1,1
density10,density10,1000,in_distribution,7,1,success,442,14.7,1,1,4.4337508781656005,46.60730353817691,1,1,1,1,1
density10,density10,1000,in_distribution,8,1,success,387,12.867,1,1,1.3858437166833077,50.64521786887514,1,1,1,1,1
density10,density10,1000,in_distribution,9,1,success,420,13.967,1,1,0.8936317131175251,50.710457280658424,1,1,1,1,1
