policy,condition,seed,cell,episode,success,failure_mode,frames,duration_s,n_releases,n_kept,nearest_release_deg,max_travel_deg,n_rel_12,n_rel_11,n_rel_10,n_rel_9,n_rel_8
density10,density10,1000,in_distribution,10,1,success,405,13.467,1,1,3.0935260268983065,45.429341370326654,1,1,1,1,1
density10,density10,1000,in_distribution,11,1,success,404,13.433,1,1,3.7356005217468358,48.27635058387077,1,1,1,2,2
density10,density10,1000,in_distribution,12,1,success,357,11.867,1,1,1.995569884224988,48.83445511701389,1,1,1,2,2
density10,density10,1000,in_distribution,13,1,success,386,12.833,1,1,2.0255807373215156,50.20436697626654,1,2,2,2,2
density10,density10,1000,in_distribution,14,0,contact_no_grasp,1150,38.3,2,1,21.024439047858525,28.548853437509244,2,2,2,2,2
density10,density10,1000,in_distribution,15,1,success,501,16.667,1,1,2.092853679300145,46.75705566883518,1,1,1,1,1
density10,density10,1000,new_positions,1,0,timeout_other,1151,38.333,4,0,35.1876835189897,1.8868554978455307,4,3,3,3,3
density10,density10,1000,new_positions,2,0,timeout_other,1147,38.2,3,0,21.92029458316542,2.7370244484031914,3,3,3,3,2
density10,density10,1000,new_positions,3,0,timeout_other,1102,36.7,4,0,34.04411587297561,3.010869412230292,4,4,4,2,2
density10,density10,1000,new_positions,4,0,contact_no_grasp,1101,36.667,4,0,23.858528580950168,2.1621274607309786,4,2,2,2,3
density10,density10,1000,new_positions,5,0,timeout_other,1108,36.9,3,0,25.467441750635924,2.4184427248736284,3,3,3,2,2
density10,density10,1000,new_positions,6,0,timeout_other,1104,36.767,1,0,51.433585196708194,0.03582920995441441,1,1,1,1,1
density10,density10,1000,new_positions,7,0,timeout_other,1111,37.0,0,0,,,0,0,0,0,0
density10,density10,1000,new_positions,8,0,timeout_other,1118,37.233,1,0,53.06575732030093,0.7631889480493044,1,1,1,2,1
density10,density10,1000,new_positions,9,0,timeout_other,1119,37.267,1,0,53.261164374873545,0.9113254715327912,1,1,1,1,1
density10,density10,1000,new_positions,10,0,timeout_other,1130,37.633,2,0,52.019321497354525,0.4702158646733494,2,2,3,1,1
density10,density10,1000,new_positions,11,0,timeout_other,1140,37.967,4,0,23.557714263992697,2.640572880988048,4,3,2,2,2
density10,density10,1000,new_positions,12,0,timeout_other,1122,37.367,4,0,20.648845658938846,0.6562495029273414,4,4,3,2,2
density10,density10,1000,new_positions,13,0,timeout_other,1110,36.967,1,0,29.419523582418954,3.0677582788107878,1,1,1,1,1
density10,density10,1000,new_positions,14,0,contact_no_grasp,1102,36.7,1,0,17.08322414368287,0.44535034954441244,1,1,2,2,3
density10,density10,1000,new_positions,15,0,timeout_other,1129,37.6,0,0,,,0,0,0,0,0
density10,density10,1000,new_positions,16,0,timeout_other,1103,36.733,2,0,51.68986814604662,7.601223700411815,2,2,3,2,2
density10,density10,1000,new_positions,17,0,timeout_other,1101,36.667,1,0,46.2715396048644,0.3027788962396585,1,1,1,1,1
density10,density10,1000,new_positions,18,0,timeout_other,1099,36.6,3,0,47.94449088379811,5.163636120976605,3,3,3,3,3
density10,density10,1000,new_positions,19,0,timeout_other,1101,36.667,1,0,43.39032221611235,2.187615337414357,1,1,1,1,1
density10,density10,1000,new_positions,20,0,timeout_other,1101,36.667,3,0,55.02167710941066,3.383888322975608,3,3,3,3,3
density10,density10,1000,new_positions,21,0,timeout_other,1111,37.0,9,0,42.694413446803935,2.419495673782606,9,9,8,8,6
density10,density10,1000,new_positions,22,0,timeout_other,1101,36.667,6,0,42.97580409218109,2.359709162363025,6,5,5,5,5
density10,density10,1000,new_positions,23,0,timeout_other,1101,36.667,6,0,42.24814221926181,1.9319441451129364,6,6,6,7,7
density10,density10,1000,new_positions,24,0,timeout_other,1094,36.433,4,0,38.775747389238404,4.337285616508234,4,4,4,4,4
density10,density10,1000,new_positions,25,0,timeout_other,1101,36.667,6,0,40.36016502326582,2.369230932307989,6,6,5,5,5
density10,density10,1000,spot_check,1,1,success,576,19.167,1,1,1.7153877781454234,48.370227673111565,1,1,1,1,1
density10,density10,1000,spot_check,2,1,success,493,16.4,1,1,0.981728438502298,47.92425858039382,1,1,1,1,1
density10,density10,1000,spot_check,3,1,success,406,13.5,1,1,1.0089893219396409,15.926132672880474,1,1,1,1,1
density10,density10,1000,spot_check,4,1,success,405,13.467,1,1,2.854749056095283,15.438738543789988,1,1,1,1,1
density10,density10,1000,spot_check,5,1,success_after_missed_grasp,717,23.867,2,1,3.3470804662383706,63.26342470304359,2,2,2,2,2
density10,density10,1000,spot_check,6,1,success_after_missed_grasp,1151,38.333,6,1,2.4708026343358007,68.60087338000585,6,6,6,6,5
density25-fixedstep,density25-fixedstep,1000,distractors,1,0,timeout_other,1144,38.1,2,0,23.97103560836503,3.2558577865414895,2,2,2,2,2
density25-fixedstep,density25-fixedstep,1000,distractors,2,0,timeout_other,1150,38.3,5,0,26.600901699587865,1.7270302464175318,5,5,5,5,5
density25-fixedstep,density25-fixedstep,1000,distractors,3,0,timeout_other,1149,38.267,4,0,28.00298956074602,3.0908369921077066,4,4,4,4,5
density25-fixedstep,density25-fixedstep,1000,distractors,4,0,timeout_other,1151,38.333,9,0,27.788169891408174,3.6778795283421553,9,10,7,7,7
density25-fixedstep,density25-fixedstep,1000,distractors,5,0,timeout_other,1150,38.3,8,0,26.02122075976346,3.0005511461389696,8,8,8,7,5
density25-fixedstep,density25-fixedstep,1000,distractors,6,0,timeout_other,1133,37.733,4,0,29.95773425610647,2.241107448708582,4,6,7,4,3
density25-fixedstep,density25-fixedstep,1000,distractors,7,0,timeout_other,1131,37.667,7,0,29.517119462866624,1.8641184954166228,7,6,6,6,4
density25-fixedstep,density25-fixedstep,1000,distractors,8,0,timeout_other,1101,36.667,9,0,25.134873877769934,1.8605258952516572,9,7,5,3,3
density25-fixedstep,density25-fixedstep,1000,distractors,9,0,contact_no_grasp,1101,36.667,2,0,33.203932548071215,2.470602028093305,2,2,2,2,2
density25-fixedstep,density25-fixedstep,1000,distractors,10,0,contact_no_grasp,1101,36.667,9,0,32.203043323754045,3.9892957264891864,9,8,7,7,6
density25-fixedstep,density25-fixedstep,1000,distractors,11,0,timeout_other,1087,36.2,4,0,28.111865744368085,2.528619490363295,4,4,4,5,4
density25-fixedstep,density25-fixedstep,1000,distractors,12,0,timeout_other,1001,33.333,6,0,25.925200684298133,2.7614100757346907,6,5,4,5,5
density25-fixedstep,density25-fixedstep,1000,distractors,13,0,timeout_other,1050,34.967,6,0,28.336653601422874,1.8471532631885377,6,6,6,6,5
density25-fixedstep,density25-fixedstep,1000,distractors,14,0,timeout_other,1027,34.2,8,0,31.238003662785147,2.5133098936512432,8,7,7,6,6
density25-fixedstep,density25-fixedstep,1000,distractors,15,0,timeout_other,1045,34.8,5,0,27.701446341662432,5.097880750659,5,5,5,3,2
density25-fixedstep,density25-fixedstep,1000,in_distribution,1,1,success,505,16.8,1,1,3.3500656306710503,44.26733264488087,1,1,1,1,1
density25-fixedstep,density25-fixedstep,1000,in_distribution,2,1,success,427,14.2,2,1,3.596385116940642,44.711631854706866,2,2,2,2,2
density25-fixedstep,density25-fixedstep,1000,in_distribution,3,0,contact_no_grasp,1151,38.333,9,0,23.34132331264892,2.910958672454367,9,9,7,7,6
density25-fixedstep,density25-fixedstep,1000,in_distribution,4,1,success,438,14.567,1,1,2.3185393471729476,47.43770934329731,1,1,1,1,1
density25-fixedstep,density25-fixedstep,1000,in_distribution,5,0,contact_no_grasp,1151,38.333,8,0,27.93289654297379,4.485953137422632,8,7,7,7,6
density25-fixedstep,density25-fixedstep,1000,in_distribution,6,0,timeout_other,1151,38.333,8,0,28.385836899237113,2.425226284898068,8,7,6,5,4
density25-fixedstep,density25-fixedstep,1000,in_distribution,7,0,contact_no_grasp,1151,38.333,8,0,25.797266939559258,2.2536030756451906,8,6,5,4,3
density25-fixedstep,density25-fixedstep,1000,in_distribution,8,1,success,441,14.667,0,0,,,0,0,0,0,0
density25-fixedstep,density25-fixedstep,1000,in_distribution,9,0,contact_no_grasp,1151,38.333,8,1,23.314317525081282,18.954406046050927,8,8,8,7,7
density25-fixedstep,density25-fixedstep,1000,in_distribution,10,1,success,472,15.7,1,1,5.418865996093086,43.90018093913869,1,1,1,1,1
density25-fixedstep,density25-fixedstep,1000,in_distribution,11,1,success,536,17.833,1,1,6.331144911053766,43.61941989207825,1,1,2,2,2
density25-fixedstep,density25-fixedstep,1000,in_distribution,12,1,success,449,14.933,1,1,0.4935002725612243,49.46811868492453,1,1,1,1,1
density25-fixedstep,density25-fixedstep,1000,in_distribution,13,1,success,490,16.3,1,1,3.8250270021970714,45.91193209846638,1,1,1,1,1
density25-fixedstep,density25-fixedstep,1000,in_distribution,14,0,contact_no_grasp,1151,38.333,9,0,29.21908200280087,2.70154192459085,9,7,7,7,7
density25-fixedstep,density25-fixedstep,1000,in_distribution,15,1,success,446,14.833,2,1,1.268213764511227,48.87694938501072,2,2,2,2,2
density25-fixedstep,density25-fixedstep,1000,new_positions,1,0,timeout_other,1151,38.333,5,1,3.2111161768779475,19.264290085938,5,5,5,5,4
density25-fixedstep,density25-fixedstep,1000,new_positions,2,0,timeout_other,1151,38.333,4,0,21.202401887000896,5.2768439591095495,4,4,5,7,6
density25-fixedstep,density25-fixedstep,1000,new_positions,3,0,timeout_other,1151,38.333,2,0,16.693052297188324,0.3723531286173003,2,2,2,2,1
density25-fixedstep,density25-fixedstep,1000,new_positions,4,0,timeout_other,1151,38.333,3,0,9.482183171518141,1.8598804665175006,3,3,3,1,1
density25-fixedstep,density25-fixedstep,1000,new_positions,5,0,timeout_other,1151,38.333,3,0,43.74464831931144,7.049597878682903,3,3,3,3,3
density25-fixedstep,density25-fixedstep,1000,new_positions,6,0,timeout_other,1151,38.333,8,0,50.713910900134536,2.0369314736149704,8,8,8,7,6
density25-fixedstep,density25-fixedstep,1000,new_positions,7,0,timeout_other,1151,38.333,5,0,50.04321501054359,3.0317836551646877,5,4,2,2,2
density25-fixedstep,density25-fixedstep,1000,new_positions,8,0,timeout_other,1151,38.333,8,0,41.581174820799916,2.5126255673199296,8,9,7,6,5
density25-fixedstep,density25-fixedstep,1000,new_positions,9,0,timeout_other,1151,38.333,9,0,48.850104490090416,3.1314917655973034,9,6,9,5,3
density25-fixedstep,density25-fixedstep,1000,new_positions,10,0,timeout_other,1151,38.333,8,0,47.129028742120795,5.542332271715708,8,8,6,6,4
density25-fixedstep,density25-fixedstep,1000,new_positions,11,0,timeout_other,1151,38.333,9,0,16.804872938455347,2.093166543954956,9,7,6,4,3
density25-fixedstep,density25-fixedstep,1000,new_positions,12,0,timeout_other,1151,38.333,7,0,17.938421287119027,2.87029756679779,7,6,4,4,5
density25-fixedstep,density25-fixedstep,1000,new_positions,13,0,timeout_other,1151,38.333,4,0,16.797118747692643,5.4825118379730275,4,4,4,5,5
density25-fixedstep,density25-fixedstep,1000,new_positions,14,0,timeout_other,1151,38.333,7,0,18.760620603835413,4.265754744534265,7,6,5,5,5
density25-fixedstep,density25-fixedstep,1000,new_positions,15,0,timeout_other,1147,38.2,6,0,18.226770079410176,3.4924383999982833,6,6,6,6,4
density25-fixedstep,density25-fixedstep,1000,new_positions,16,0,timeout_other,1147,38.2,6,0,50.73676303679029,4.629476224964705,6,6,7,8,6
density25-fixedstep,density25-fixedstep,1000,new_positions,17,0,timeout_other,1149,38.267,7,0,41.81743364896205,6.770595364851886,7,6,5,4,4
density25-fixedstep,density25-fixedstep,1000,new_positions,18,0,timeout_other,1147,38.2,8,0,46.58461641380153,3.328498144629606,8,8,7,7,6
density25-fixedstep,density25-fixedstep,1000,new_positions,19,0,timeout_other,1146,38.167,5,0,35.9268597835899,1.832169094629414,5,4,4,3,2
density25-fixedstep,density25-fixedstep,1000,new_positions,20,0,timeout_other,1147,38.2,7,0,44.38721335542911,5.218742256403864,7,8,8,9,8
density25-fixedstep,density25-fixedstep,1000,new_positions,21,0,timeout_other,1146,38.167,7,0,32.68996344491644,4.770902460641651,7,8,8,8,8
density25-fixedstep,density25-fixedstep,1000,new_positions,22,0,timeout_other,1148,38.233,10,0,33.457402860049996,3.4701147976135402,10,10,9,8,8
density25-fixedstep,density25-fixedstep,1000,new_positions,23,0,timeout_other,1146,38.167,9,0,33.338548085865234,3.194721166662582,9,8,9,9,9
density25-fixedstep,density25-fixedstep,1000,new_positions,24,0,contact_no_grasp,1135,37.8,6,1,28.303771110601634,20.114729962782818,6,6,6,6,6
density25-fixedstep,density25-fixedstep,1000,new_positions,25,0,timeout_other,1134,37.767,13,0,37.73381011863251,6.3592084974914584,13,11,8,9,9
density25-fixedstep,density25-fixedstep,1000,spot_check,1,1,success,460,15.3,1,1,4.644841805748445,50.42668935887852,1,1,1,2,2
density25-fixedstep,density25-fixedstep,1000,spot_check,2,0,contact_no_grasp,1151,38.333,6,0,40.02219531071533,6.361171921552412,6,5,5,6,6
density25-fixedstep,density25-fixedstep,1000,spot_check,3,1,success,415,13.8,1,1,3.1251760066469636,12.864946052649175,1,2,2,2,2
density25-fixedstep,density25-fixedstep,1000,spot_check,4,1,success,401,13.333,1,1,3.948095381208322,11.216180033191868,1,1,1,1,1
density25-fixedstep,density25-fixedstep,1000,spot_check,5,1,success,473,15.733,2,1,3.918392090507883,66.40686617232444,2,2,2,2,2
density25-fixedstep,density25-fixedstep,1000,spot_check,6,1,success,501,16.667,2,1,5.3233642537247015,64.42012707256147,2,2,2,2,2
density25-seed2000,density25,2000,distractors,1,0,contact_no_grasp,1151,38.333,5,1,18.382774772661982,26.289248598312625,5,5,5,5,6
density25-seed2000,density25,2000,distractors,2,1,success,394,13.1,1,1,2.1025364672054216,44.517389918858285,1,1,1,1,1
density25-seed2000,density25,2000,distractors,3,1,success,623,20.733,1,1,37.543739271632134,11.003031151341041,1,2,2,2,2
density25-seed2000,density25,2000,distractors,4,1,success,392,13.033,1,1,3.69529537433397,42.720248562762876,1,1,1,1,1
density25-seed2000,density25,2000,distractors,5,1,success,351,11.667,1,1,4.354435963784599,44.60245805923681,1,1,1,1,1
density25-seed2000,density25,2000,distractors,6,1,success,397,13.2,1,1,3.3741839500965334,44.83022610545022,1,1,1,1,2
density25-seed2000,density25,2000,distractors,7,1,success,389,12.933,0,0,,,0,1,1,1,1
density25-seed2000,density25,2000,distractors,8,0,contact_no_grasp,1151,38.333,6,1,29.763720504417932,19.743777486886252,6,6,6,6,6
density25-seed2000,density25,2000,distractors,9,1,success,381,12.667,1,1,3.8239360602862185,45.40470562239951,1,1,1,1,1
density25-seed2000,density25,2000,distractors,10,1,success,451,15.0,2,2,5.191796297437865,42.23043916426776,2,2,2,2,2
density25-seed2000,density25,2000,distractors,11,1,success,466,15.5,0,0,,,0,0,1,1,1
density25-seed2000,density25,2000,distractors,12,1,success,390,12.967,0,0,,,0,0,1,2,2
density25-seed2000,density25,2000,distractors,13,1,success,367,12.2,2,1,3.4436279207534746,46.30513976672943,2,2,2,2,2
density25-seed2000,density25,2000,distractors,14,1,success,426,14.167,1,1,6.570365133545277,42.06607962898558,1,1,1,1,1
density25-seed2000,density25,2000,distractors,15,1,success,410,13.633,1,1,5.285496086003246,44.065839473246726,1,1,1,1,2
density25-seed2000,density25,2000,in_distribution,1,1,success,367,12.2,1,1,4.9585626865268,44.38307561129338,1,1,1,1,1
density25-seed2000,density25,2000,in_distribution,2,1,success,651,21.667,1,1,3.434663381502606,47.009464890547434,1,2,2,3,3
density25-seed2000,density25,2000,in_distribution,3,1,success,427,14.2,1,1,3.2090862650637284,47.09787641509055,1,1,1,1,1
density25-seed2000,density25,2000,in_distribution,4,1,success,440,14.633,1,1,0.03613689766348571,51.15361670042831,1,1,2,2,2
density25-seed2000,density25,2000,in_distribution,5,1,success,405,13.467,1,1,1.2045990058555525,50.0785432000244,1,1,1,1,1
density25-seed2000,density25,2000,in_distribution,6,1,success,382,12.7,2,1,3.3750740718546375,48.81570104761441,2,2,2,2,2
density25-seed2000,density25,2000,in_distribution,7,1,success,451,15.0,1,1,3.945647546373525,45.96824677319123,1,1,1,1,1
density25-seed2000,density25,2000,in_distribution,8,1,success,437,14.533,1,1,1.1858847386485074,49.59428258899293,1,1,2,2,2
density25-seed2000,density25,2000,in_distribution,9,1,success,401,13.333,1,1,4.314626534586619,47.068256347156115,1,1,1,1,1
density25-seed2000,density25,2000,in_distribution,10,1,success,435,14.467,2,1,1.188294580481429,49.57733409177758,2,2,2,2,2
density25-seed2000,density25,2000,in_distribution,11,1,success,397,13.2,1,1,2.62052219956389,46.92206651272085,1,1,1,1,1
density25-seed2000,density25,2000,in_distribution,12,1,success,410,13.633,1,1,2.2031944026847903,48.316449483559204,1,1,1,1,1
density25-seed2000,density25,2000,in_distribution,13,1,success,412,13.7,1,1,2.8149794290897354,46.888232839959926,1,1,1,1,1
density25-seed2000,density25,2000,in_distribution,14,1,success,431,14.333,1,1,2.3581787124577964,47.38286192212089,1,1,1,1,1
density25-seed2000,density25,2000,in_distribution,15,1,success,424,14.1,1,1,2.3721945117668675,49.15281657159213,1,1,1,1,1
density25-seed2000,density25,2000,new_positions,1,0,timeout_other,1121,37.333,7,1,3.5730553539756507,11.775887509175803,7,7,4,3,2
density25-seed2000,density25,2000,new_positions,2,0,timeout_other,1122,37.367,4,1,0.2913159901311566,10.677556864055475,4,4,4,4,4
density25-seed2000,density25,2000,new_positions,3,0,timeout_other,1121,37.333,3,1,2.6446004661709743,13.816732261983447,3,2,2,3,3
density25-seed2000,density25,2000,new_positions,4,0,timeout_other,1124,37.433,4,0,0.6265191996814075,4.5362468259463,4,3,2,1,1
density25-seed2000,density25,2000,new_positions,5,0,timeout_other,1125,37.467,5,2,21.139434818567587,47.65811217471955,5,6,5,4,3
density25-seed2000,density25,2000,new_positions,6,0,timeout_other,1121,37.333,7,0,35.27130430691602,3.2391530777547928,7,3,2,2,2
density25-seed2000,density25,2000,new_positions,7,0,timeout_other,1123,37.4,6,0,44.58490878544082,1.9951825921310302,6,5,4,2,2
density25-seed2000,density25,2000,new_positions,8,0,timeout_other,1106,36.833,2,0,43.63225416463523,3.0499768754889516,2,2,2,2,2
density25-seed2000,density25,2000,new_positions,9,0,timeout_other,1109,36.933,5,0,42.34115788316757,3.616998908928238,5,6,6,4,2
density25-seed2000,density25,2000,new_positions,10,0,timeout_other,1051,35.0,1,0,45.07943293454899,0.5406223247109949,1,1,1,1,1
density25-seed2000,density25,2000,new_positions,11,0,timeout_other,1142,38.033,8,0,21.165235685218757,3.081590219128663,8,7,7,8,8
density25-seed2000,density25,2000,new_positions,12,0,timeout_other,1149,38.267,7,0,20.681756644511488,5.3753245337436315,7,6,6,6,6
density25-seed2000,density25,2000,new_positions,13,0,timeout_other,1144,38.1,6,0,22.165890393208905,3.4128882908438003,6,6,6,6,5
density25-seed2000,density25,2000,new_positions,14,0,timeout_other,1151,38.333,7,0,15.463835760624253,5.157454116815115,7,8,8,8,7
density25-seed2000,density25,2000,new_positions,15,0,timeout_other,1149,38.267,11,0,20.478443427168695,2.0977894781468382,11,10,9,8,7
density25-seed2000,density25,2000,new_positions,16,0,timeout_other,1149,38.267,2,0,45.583461012322445,1.0778958376857233,2,1,1,1,1
density25-seed2000,density25,2000,new_positions,17,0,timeout_other,1137,37.867,5,0,60.20931033404487,2.3070761904384725,5,4,4,4,4
density25-seed2000,density25,2000,new_positions,18,0,timeout_other,1134,37.767,3,0,45.55103127144015,5.031670142765407,3,3,3,4,3
density25-seed2000,density25,2000,new_positions,19,0,timeout_other,1132,37.7,5,0,49.339128950506165,4.0969029890785436,5,5,5,4,4
density25-seed2000,density25,2000,new_positions,20,0,timeout_other,1135,37.8,2,0,63.583316858153026,7.015425887286263,2,2,2,2,2
density25-seed2000,density25,2000,new_positions,21,0,contact_no_grasp,1146,38.167,9,0,44.97533959681215,2.7741024521452715,9,6,7,7,7
density25-seed2000,density25,2000,new_positions,22,0,contact_no_grasp,1135,37.8,4,0,44.118968288699136,3.2833244654056273,4,3,3,3,3
density25-seed2000,density25,2000,new_positions,23,0,timeout_other,1142,38.033,4,0,44.04727911255071,3.7027473049592956,4,5,5,4,4
density25-seed2000,density25,2000,new_positions,24,0,timeout_other,1138,37.9,4,0,43.04691613653921,4.304391818245961,4,4,3,3,3
density25-seed2000,density25,2000,new_positions,25,0,contact_no_grasp,1132,37.7,7,1,44.039000256524076,13.152766561295262,7,6,5,5,5
density25-seed2000,density25,2000,spot_check,1,1,success,470,15.633,1,1,1.645965517775263,50.42365172791944,1,1,1,1,1
density25-seed2000,density25,2000,spot_check,2,1,success,539,17.933,1,1,3.4433655881215124,51.40944167392777,1,1,1,1,1
density25-seed2000,density25,2000,spot_check,3,1,success,413,13.733,1,1,2.0916487583836876,15.768800033753765,1,1,1,1,1
density25-seed2000,density25,2000,spot_check,4,1,success,428,14.233,1,1,2.22337230505914,14.51892254093443,1,1,1,1,1
density25-seed2000,density25,2000,spot_check,5,1,success,521,17.333,2,1,1.8347581716412797,69.17127317223049,2,2,2,2,2
density25-seed2000,density25,2000,spot_check,6,1,success,473,15.733,1,1,3.106810913219011,67.60714108741604,1,1,1,1,1
density25,density25,1000,distractors,1,1,success,595,19.8,0,0,,,0,0,1,1,2
density25,density25,1000,distractors,2,0,contact_no_grasp,1148,38.233,6,1,18.58637384211409,21.510339112526772,6,6,6,6,6
density25,density25,1000,distractors,3,1,success,441,14.667,1,1,3.509252690127152,43.17723381683247,1,1,1,1,1
density25,density25,1000,distractors,4,1,success,532,17.7,1,1,3.3408749425995303,44.90976174108019,1,1,1,1,1
density25,density25,1000,distractors,5,0,contact_no_grasp,1140,37.967,6,0,33.024425338632575,8.065451144314155,6,7,5,5,5
density25,density25,1000,distractors,6,0,contact_no_grasp,1151,38.333,5,1,25.26183834866347,18.467695564845286,5,6,6,6,6
density25,density25,1000,distractors,7,0,contact_no_grasp,1150,38.3,4,1,18.879685244125742,14.680218664291985,4,4,4,4,4
density25,density25,1000,distractors,8,0,contact_no_grasp,1151,38.333,6,0,30.698902528116292,4.254260956873168,6,6,7,6,6
density25,density25,1000,distractors,9,0,timeout_other,1150,38.3,5,0,30.659677128247658,2.3638257493454526,5,5,5,5,5
density25,density25,1000,distractors,10,0,contact_no_grasp,1151,38.333,5,1,18.346413660681385,15.8330262988205,5,4,5,5,4
density25,density25,1000,distractors,11,1,success,410,13.633,1,1,0.8749427745783898,46.75617278383933,1,1,2,2,3
density25,density25,1000,distractors,12,0,contact_no_grasp,1151,38.333,4,1,17.402130164621255,24.133637841997718,4,4,4,4,4
density25,density25,1000,distractors,13,1,success,401,13.333,2,1,3.9452965634038684,43.90893561228398,2,2,2,2,2
density25,density25,1000,distractors,14,0,timeout_other,1151,38.333,6,0,30.60381429886648,1.921439080095757,6,6,6,6,5
density25,density25,1000,distractors,15,0,contact_no_grasp,1151,38.333,6,1,30.994978938683715,10.787426293297873,6,5,5,5,5
density25,density25,1000,in_distribution,1,1,success,401,13.333,1,1,2.8892666028898795,48.08758687705381,1,1,1,1,1
density25,density25,1000,in_distribution,2,1,success,422,14.033,1,1,2.1019828548924515,47.38790956379796,1,1,1,1,1
density25,density25,1000,in_distribution,3,1,success,442,14.7,1,1,3.8176635965964643,47.65082837350381,1,1,2,2,2
density25,density25,1000,in_distribution,4,1,success,401,13.333,0,0,,,0,1,1,1,1
density25,density25,1000,in_distribution,5,1,success,422,14.033,1,1,1.3519358671092014,49.785714851893665,1,1,1,1,1
density25,density25,1000,in_distribution,6,1,success,400,13.3,1,1,4.4740487888162015,46.70365379092039,1,1,1,1,1
density25,density25,1000,in_distribution,7,1,success,362,12.033,1,1,2.6921498632331016,48.42614070753092,1,1,1,1,1
density25,density25,1000,in_distribution,8,1,success,401,13.333,1,1,3.6602513530848846,48.464135518591945,1,1,1,1,1
density25,density25,1000,in_distribution,9,1,success,437,14.533,1,1,2.916601663140394,48.882657381244115,1,1,1,1,1
density25,density25,1000,in_distribution,10,1,success,420,13.967,1,1,2.854837706432985,48.55769961786493,1,1,1,1,1
density25,density25,1000,in_distribution,11,1,success,388,12.9,1,1,3.2485103366713055,47.425520826459156,1,1,1,1,1
density25,density25,1000,in_distribution,12,1,success,463,15.4,1,1,3.726938117320369,48.92509194595229,1,1,1,1,1
density25,density25,1000,in_distribution,13,1,success,435,14.467,1,1,3.9434964187914296,47.103857599099314,1,1,1,1,1
density25,density25,1000,in_distribution,14,1,success,542,18.033,2,1,3.8850867013920087,45.79677892817815,2,2,2,2,2
density25,density25,1000,in_distribution,15,1,success,411,13.667,1,1,2.5396767099646844,48.29759590867862,1,1,1,1,1
density25,density25,1000,new_positions,1,0,contact_no_grasp,1151,38.333,1,0,35.85557878158562,0.7521528856012054,1,1,1,1,1
density25,density25,1000,new_positions,2,0,timeout_other,1151,38.333,6,2,2.749403257235361,10.821098043503206,6,3,4,4,3
density25,density25,1000,new_positions,3,0,timeout_other,1151,38.333,4,0,3.282497790630284,8.615166460806158,4,4,6,4,4
density25,density25,1000,new_positions,4,0,timeout_other,1145,38.133,3,1,17.419402506947794,10.54431540649577,3,3,3,3,5
density25,density25,1000,new_positions,5,0,timeout_other,1151,38.333,4,1,0.8619814827429089,14.293929793048129,4,4,4,6,4
density25,density25,1000,new_positions,6,0,timeout_other,1150,38.3,3,0,43.49964773296392,2.326546699301815,3,3,3,2,2
density25,density25,1000,new_positions,7,0,timeout_other,1151,38.333,2,0,47.746071276308385,0.45347723356356084,2,3,3,1,1
density25,density25,1000,new_positions,8,0,timeout_other,1151,38.333,3,0,47.92629560365734,1.5849594866017043,3,2,2,2,3
density25,density25,1000,new_positions,9,0,timeout_other,1136,37.833,6,0,45.784452787544055,2.1385066687109457,6,4,2,1,1
density25,density25,1000,new_positions,10,0,timeout_other,1144,38.1,8,0,45.179568013955006,2.345253729746588,8,6,6,2,1
density25,density25,1000,new_positions,11,0,timeout_other,1141,38.0,6,0,21.012026191390277,3.650835747772649,6,7,6,6,6
density25,density25,1000,new_positions,12,0,timeout_other,1151,38.333,4,0,19.28182669540005,6.0017142509866375,4,4,4,5,5
density25,density25,1000,new_positions,13,0,timeout_other,1134,37.767,6,0,19.05448923654117,4.814361931805047,6,6,6,6,6
density25,density25,1000,new_positions,14,0,timeout_other,1116,37.167,8,0,23.2107748352456,1.537030410146846,8,8,8,8,8
density25,density25,1000,new_positions,15,0,timeout_other,1143,38.067,5,0,22.469858832245222,3.5728867722684203,5,5,5,5,5
density25,density25,1000,new_positions,16,0,timeout_other,1130,37.633,2,1,46.49108307076814,22.47054122407299,2,2,2,2,2
density25,density25,1000,new_positions,17,0,timeout_other,1123,37.4,1,0,45.63392295556868,0.09191411747747225,1,1,1,1,1
density25,density25,1000,new_positions,18,0,timeout_other,1111,37.0,3,0,64.78968512706842,7.557665628362614,3,3,3,3,3
density25,density25,1000,new_positions,19,0,timeout_other,1123,37.4,2,1,49.063384788883184,18.005945581273252,2,2,2,3,3
density25,density25,1000,new_positions,20,0,timeout_other,1116,37.167,0,0,,,0,0,0,0,0
density25,density25,1000,new_positions,21,0,timeout_other,1135,37.8,5,0,44.43595656763834,2.6630199606288727,5,5,5,5,4
density25,density25,1000,new_positions,22,0,timeout_other,1131,37.667,6,0,46.492845222378705,1.311860361585147,6,7,7,5,4
density25,density25,1000,new_positions,23,0,timeout_other,1120,37.3,5,0,46.17451452404008,7.05271149564571,5,4,6,7,6
density25,density25,1000,new_positions,24,0,timeout_other,1114,37.1,2,0,48.23841921979252,2.1310690862971597,2,2,2,2,2
density25,density25,1000,new_positions,25,0,timeout_other,1110,36.967,4,0,45.73265772147718,1.0898310678447416,4,2,2,2,2
density25,density25,1000,spot_check,1,1,success,546,18.167,1,1,3.332498390282371,50.44549770399496,1,1,1,1,1
density25,density25,1000,spot_check,2,1,success,552,18.367,1,1,0.8224581562801951,47.900764431713355,1,1,1,1,1
