policy,cell,episode,success,failure_mode,notes,tail_med,tail_range
recovery,reduced_lighting,1,0,deliberate_drop,,20.66,2.9
recovery,reduced_lighting,2,0,deliberate_drop,,18.78,1.11
recovery,reduced_lighting,3,0,deliberate_drop,,22.77,2.28
recovery,reduced_lighting,4,0,grasp_drop,Dropped outside of cup (not on purpose),14.69,1.3
recovery,reduced_lighting,5,1,success,,1.3,0.94
recovery,reduced_lighting,6,0,deliberate_drop,,15.24,6.88
recovery,reduced_lighting,7,1,success,,1.09,0.38
recovery,reduced_lighting,8,1,success,,1.38,0.45
recovery,reduced_lighting,9,0,deliberate_drop,,9.09,0.97
recovery,reduced_lighting,10,0,deliberate_drop,,19.9,1.2
recovery,reduced_lighting,11,1,success,,1.65,0.7
recovery,reduced_lighting,12,1,success,,1.69,0.56
recovery,reduced_lighting,13,1,success,,1.28,0.37
recovery,reduced_lighting,14,0,deliberate_drop,,6.1,0.8
recovery,reduced_lighting,15,1,success,,1.2,0.61
recovery-seed2000,different_object,1,0,grasp_drop,Missed the cup when dropping the cube,1.26,0.59
recovery-seed2000,different_object,2,1,success_after_regrasp,,0.98,0.64
recovery-seed2000,different_object,3,1,success,,1.25,0.51
recovery-seed2000,different_object,4,0,grasp_drop,"May be a deliberate drop but it didn't stop like it usually does, taking conservative approach and saying grasp drop",1.65,0.9
recovery-seed2000,different_object,5,1,success,,1.06,0.76
recovery-seed2000,different_object,6,1,success,,1.28,0.36
recovery-seed2000,different_object,7,0,deliberate_drop,,1.97,0.48
recovery-seed2000,different_object,8,0,deliberate_drop,,19.27,12.39
recovery-seed2000,different_object,9,0,deliberate_drop,,3.32,1.45
recovery-seed2000,different_object,10,0,deliberate_drop,,14.62,0.93
recovery-seed2000,different_object,11,0,deliberate_drop,,17.37,2.07
recovery-seed2000,different_object,12,0,deliberate_drop,,17.16,1.06
recovery-seed2000,different_object,13,0,deliberate_drop,,16.02,3.75
recovery-seed2000,different_object,14,1,success,,1.68,0.76
recovery-seed2000,different_object,15,0,deliberate_drop,,24.73,7.71
recovery-seed2000,distractors,1,1,success,,1.44,0.53
recovery-seed2000,distractors,2,1,success,,1.72,0.64
recovery-seed2000,distractors,3,1,success,,1.1,0.65
recovery-seed2000,distractors,4,1,success,arm kept moving after placing the cup,1.35,0.39
recovery-seed2000,distractors,5,1,success,arm kept moving after placing the cup,1.81,0.53
recovery-seed2000,distractors,6,0,contact_no_grasp,claw pushed cube as it tried to close,10.78,1.78
recovery-seed2000,distractors,7,1,success,,1.13,0.42
recovery-seed2000,distractors,8,0,deliberate_drop,,5.96,1.62
recovery-seed2000,distractors,9,1,success,,1.38,0.42
recovery-seed2000,distractors,10,1,success,,1.38,0.71
recovery-seed2000,distractors,11,1,success,arm kept moving after placing the cup,1.56,0.9
recovery-seed2000,distractors,12,1,success,,0.97,0.67
recovery-seed2000,distractors,13,1,success,,1.46,0.52
recovery-seed2000,distractors,14,1,success,,1.29,0.6
recovery-seed2000,distractors,15,0,deliberate_drop,"Dropped the cube on purpose, picked it up, held over cup, then pulled back and dropped, then failed to pick up",21.89,1.39
recovery-seed2000,in_distribution,1,1,success_after_regrasp,"Deliberate drop, cube landed in front of it and it picked it up",0.81,0.64
recovery-seed2000,in_distribution,2,0,deliberate_drop,,17.17,1.07
recovery-seed2000,in_distribution,3,1,success_after_recovery,"bumped the cube out of place with first grasp attempt but still got it, no drop",1.56,0.54
recovery-seed2000,in_distribution,4,1,success,,1.04,0.48
recovery-seed2000,in_distribution,5,1,success_after_regrasp,"Deliberate drop, cube landed in front of it and it picked it up",1.32,0.62
recovery-seed2000,in_distribution,6,1,success,,1.4,0.51
recovery-seed2000,in_distribution,7,1,success,,1.22,0.52
recovery-seed2000,in_distribution,8,0,deliberate_drop,"Cube landed in front of it but a ~2 inches to the left, it missed on attempt (note on seed one, the drops seemed a bit more erratic)",14.11,2.53
recovery-seed2000,in_distribution,9,1,success,,1.34,0.8
recovery-seed2000,in_distribution,10,1,success_after_recovery,"bumped cube out of place a few times but picked it up, no drop",1.22,0.49
recovery-seed2000,in_distribution,11,0,deliberate_drop,,3.66,7.02
recovery-seed2000,in_distribution,12,0,deliberate_drop,"Dropped the cube, infront of it but a bit to the left, hit it with the claw twice but didn't grab it",5.46,0.99
recovery-seed2000,in_distribution,13,0,deliberate_drop,"Cube landed ~4-5 inches to the right of the claw, it went down to where it normally goes then to the right and ended by T5",18.55,8.81
recovery-seed2000,in_distribution,14,0,deliberate_drop,"Dropped the cube twice, it dropped it, picked it up, then dropped it again",7.58,6.56
recovery-seed2000,in_distribution,15,1,success,,0.88,0.43
recovery-seed2000,new_positions,1,0,no_departure,,1.04,0.6
recovery-seed2000,new_positions,2,0,timeout_other,went to t6,7.94,4.18
recovery-seed2000,new_positions,3,0,timeout_other,went to t6 and t7,4.91,2.28
recovery-seed2000,new_positions,4,0,no_departure,,1.08,0.41
recovery-seed2000,new_positions,5,0,no_departure,,1.01,0.61
recovery-seed2000,new_positions,6,0,no_departure,,0.92,0.63
recovery-seed2000,new_positions,7,0,contact_no_grasp,"went to t6 at first then moved back and went to the cube and bumped the cube slightly, cube is in a position as if it fell",22.24,4.62
recovery-seed2000,new_positions,8,0,timeout_other,"went to t6, then t7 and t4, went up then back to t6 and t7",7.41,3.06
recovery-seed2000,new_positions,9,0,contact_no_grasp,"Went up towards the table, then back and bumped the cube",1.92,0.36
recovery-seed2000,new_positions,10,0,timeout_other,went to t6,17.87,12.05
recovery-seed2000,new_positions,11,0,timeout_other,went to t6,25.26,6.44
recovery-seed2000,new_positions,12,0,no_departure,,1.29,0.38
recovery-seed2000,new_positions,13,0,timeout_other,went between t6 and t7,7.89,1.82
recovery-seed2000,new_positions,14,0,timeout_other,went to t6,19.29,9.13
recovery-seed2000,new_positions,15,0,timeout_other,went to t6,13.14,4.44
recovery-seed2000,reduced_lighting,1,1,success_after_recovery,,1.1,1.02
recovery-seed2000,reduced_lighting,2,1,success,,1.12,0.53
recovery-seed2000,reduced_lighting,3,0,deliberate_drop,,17.85,1.22
recovery-seed2000,reduced_lighting,4,0,deliberate_drop,,14.95,1.25
recovery-seed2000,reduced_lighting,5,1,success_after_regrasp,,1.05,0.56
recovery-seed2000,reduced_lighting,6,0,deliberate_drop,,4.25,2.56
recovery-seed2000,reduced_lighting,7,0,deliberate_drop,,14.44,14.59
recovery-seed2000,reduced_lighting,8,0,deliberate_drop,,14.74,17.41
recovery-seed2000,reduced_lighting,9,1,success_after_regrasp,,0.89,0.43
recovery-seed2000,reduced_lighting,10,0,deliberate_drop,,4.83,1.91
recovery-seed2000,reduced_lighting,11,0,deliberate_drop,"Cube landed next to cup, the arm went back to the netural position after pushing the cube into the cup a little bit",1.28,0.55
recovery-seed2000,reduced_lighting,12,0,deliberate_drop,"Cube landed next to cup, the arm went back to the netural position after pushing the cube into the cup a little bit",1.38,0.65
recovery-seed2000,reduced_lighting,13,0,deliberate_drop,,24.76,2.82
recovery-seed2000,reduced_lighting,14,1,success_after_regrasp,"Placed cube in the cup at the last few seconds, ran out of time as it was returning, but it did place cup",7.28,15.43
recovery-seed2000,reduced_lighting,15,0,deliberate_drop,,24.91,11.38
