cell,episode,frame,success,instance,released,pan,lift,elbow,wrist_flex,wrist_roll,group,grasp_x,grasp_y
new_positions,4,568,0,E1,True,-19.61,-8.13,21.32,40.62,-11.69,new_positions:E1,6.02,9.77
new_positions,5,582,0,E1,True,-37.73,-3.24,26.07,41.84,-22.55,new_positions:E1,5.01,7.85
new_positions,7,155,0,E2,True,-68.97,9.72,-13.8,82.42,3.44,new_positions:E2,0.46,11.38
new_positions,8,216,0,E2,True,-78.14,15.38,-6.38,80.71,14.48,new_positions:E2,1.45,9.13
new_positions,9,270,0,E2,True,-75.85,7.36,-2.71,73.97,15.81,new_positions:E2,0.43,10.23
new_positions,11,994,0,E3,True,-8.09,34.26,-27.63,37.72,-11.64,new_positions:E3,9.31,14.38
new_positions,12,575,0,E3,True,-8.47,43.94,-38.48,36.12,-10.49,new_positions:E3,9.69,15.49
new_positions,13,595,0,E3,True,-10.88,41.23,-34.46,38.98,-3.34,new_positions:E3,9.63,14.81
new_positions,14,275,0,E3,True,-4.44,36.53,-30.64,48.28,2.18,new_positions:E3,10.55,13.75
new_positions,15,177,0,E3,True,1.64,15.19,-5.66,63.94,8.14,new_positions:E3,11.2,9.88
new_positions,16,695,0,E4,True,28.62,61.59,-70.45,60.72,11.24,new_positions:E4,15.32,17.4
new_positions,17,626,0,E4,True,27.51,56.13,-58.49,58.01,12.86,new_positions:E4,15.57,15.83
new_positions,18,852,0,E4,True,25.31,54.02,-57.73,59.92,12.56,new_positions:E4,15.05,15.82
new_positions,20,738,0,E4,True,26.86,56.59,-59.83,57.18,14.27,new_positions:E4,15.4,16.16
new_positions,21,317,0,E5,True,20.36,50.16,-53.09,58.1,11.95,new_positions:E5,14.16,15.59
new_positions,22,279,0,E5,True,15.38,41.61,-46.38,60.73,11.38,new_positions:E5,12.81,15.2
new_positions,23,440,0,E5,True,15.16,49.67,-55.34,60.1,5.93,new_positions:E5,13.05,15.98
new_positions,24,292,0,E5,True,13.54,42.62,-40.49,52.5,10.14,new_positions:E5,13.16,14.52
new_positions,25,285,0,E5,True,22.04,45.72,-44.45,57.39,13.73,new_positions:E5,14.64,14.4
