cell,episode,frame,success,instance,released,pan,lift,elbow,wrist_flex,wrist_roll,group,grasp_x,grasp_y
distractors,8,183,0,-,True,21.79,14.05,4.23,56.83,18.3,distractors,14.82,8.42
distractors,9,183,1,-,True,21.0,14.35,6.85,54.64,23.56,distractors,15.13,8.04
distractors,10,185,1,-,False,19.1,12.29,9.46,51.24,21.45,distractors,14.64,8.11
distractors,11,178,1,-,False,19.84,17.43,0.59,61.97,15.17,distractors,14.89,8.19
distractors,12,183,1,-,False,20.49,15.8,1.6,60.57,20.15,distractors,14.84,8.39
distractors,13,159,1,-,True,21.47,14.11,8.72,52.39,17.39,distractors,15.17,7.82
distractors,14,184,1,-,True,20.38,19.0,-0.46,57.95,16.36,distractors,14.99,8.58
distractors,15,183,1,-,True,21.13,12.35,8.44,53.7,23.49,distractors,14.93,8.09
spot_check,1,238,1,T1,True,-82.32,11.28,9.29,63.27,8.37,spot_check:T1,1.29,7.92
spot_check,2,245,1,T1,True,-81.47,8.98,10.21,60.82,10.82,spot_check:T1,1.03,8.33
spot_check,3,187,1,T3,True,-12.07,45.25,-32.59,30.55,-11.81,spot_check:T3,9.97,14.51
spot_check,4,216,1,T3,True,-13.25,42.57,-25.91,25.96,-14.3,spot_check:T3,9.92,13.85
spot_check,5,211,1,T10,False,43.26,42.95,-38.96,61.24,40.0,spot_check:T10,18.3,13.24
spot_check,6,233,1,T10,True,43.65,42.53,-36.77,60.89,40.93,spot_check:T10,18.56,12.85
new_positions,1,166,0,E1,True,-23.39,-3.7,9.45,78.65,38.6,new_positions:E1,7.43,8.48
new_positions,2,378,0,E1,True,-35.9,-2.69,22.28,57.82,-37.59,new_positions:E1,5.2,6.88
new_positions,3,272,0,E1,True,-36.99,-0.37,22.8,56.04,-40.43,new_positions:E1,5.44,6.56
new_positions,4,179,0,E1,True,-29.61,-6.58,23.65,63.67,-34.74,new_positions:E1,5.75,6.58
new_positions,5,210,0,E1,True,-32.63,2.93,11.66,64.26,-38.76,new_positions:E1,5.59,7.74
new_positions,6,271,0,E2,True,-68.55,1.63,-0.49,72.14,-7.6,new_positions:E2,0.02,10.54
new_positions,7,245,0,E2,True,-77.98,2.05,3.15,72.34,2.5,new_positions:E2,-0.46,9.8
new_positions,8,369,0,E2,True,-82.57,13.64,-9.85,77.36,7.04,new_positions:E2,-0.2,10.51
new_positions,9,210,0,E2,True,-75.94,1.19,2.61,72.23,4.99,new_positions:E2,-0.38,10.08
new_positions,10,202,0,E2,True,-77.86,4.46,0.83,76.49,10.02,new_positions:E2,0.04,9.6
new_positions,11,240,0,E3,True,-0.33,44.51,-33.78,50.01,-4.77,new_positions:E3,12.15,12.92
new_positions,12,307,0,E3,True,-3.38,36.58,-22.96,37.71,2.18,new_positions:E3,11.26,13.03
new_positions,13,294,0,E3,True,6.37,20.37,3.9,40.08,7.12,new_positions:E3,13.06,9.19
new_positions,14,282,0,E3,True,4.97,43.65,-34.31,50.13,1.36,new_positions:E3,12.75,13.17
new_positions,15,245,0,E3,True,3.98,32.63,-16.78,45.8,7.11,new_positions:E3,12.69,11.41
new_positions,16,675,0,E4,True,18.29,57.78,-61.91,59.53,13.32,new_positions:E4,14.31,16.28
new_positions,17,682,0,E4,True,42.82,54.89,-60.86,65.61,-41.59,new_positions:E4,16.23,15.18
new_positions,18,380,0,E4,True,44.08,53.48,-58.23,65.26,-42.11,new_positions:E4,16.43,14.82
new_positions,19,588,0,E4,True,42.08,55.25,-61.56,64.13,-48.14,new_positions:E4,15.91,15.38
new_positions,20,612,0,E4,True,43.53,52.88,-56.21,62.97,-48.09,new_positions:E4,16.29,14.64
new_positions,21,366,0,E5,True,21.56,52.24,-51.61,52.1,17.76,new_positions:E5,14.79,15.56
new_positions,22,582,0,E5,True,21.87,56.74,-59.83,57.57,18.21,new_positions:E5,14.87,16.18
new_positions,23,350,0,E5,True,23.36,53.06,-53.93,58.02,18.05,new_positions:E5,15.13,15.36
new_positions,24,520,0,E5,True,21.1,50.91,-50.17,52.83,14.96,new_positions:E5,14.63,15.35
new_positions,25,292,0,E5,True,29.97,53.11,-48.63,51.52,29.59,new_positions:E5,16.66,14.83
