cell,episode,frame,success,instance,released,pan,lift,elbow,wrist_flex,wrist_roll,group,grasp_x,grasp_y
new_positions,4,370,0,E1,True,-26.04,-11.57,15.37,60.87,3.4,new_positions:E1,4.88,9.86
new_positions,5,377,0,E1,True,-54.36,19.29,-7.31,83.77,32.3,new_positions:E1,5.7,8.35
new_positions,6,172,0,E2,False,-66.09,7.06,1.97,58.64,10.03,new_positions:E2,1.52,10.59
new_positions,7,204,0,E2,True,-81.23,6.5,-4.58,77.28,15.01,new_positions:E2,-0.56,10.51
new_positions,8,308,0,E2,True,-87.29,6.43,6.44,68.59,13.18,new_positions:E2,-0.35,8.9
new_positions,9,399,0,E2,True,-89.79,6.17,9.7,66.97,10.16,new_positions:E2,-0.44,8.35
new_positions,10,188,0,E2,True,-81.54,8.69,-5.13,73.56,8.93,new_positions:E2,-0.53,10.6
new_positions,11,242,0,E3,True,-5.05,17.83,-9.46,77.08,-3.54,new_positions:E3,10.63,8.98
new_positions,12,369,0,E3,True,-9.77,39.98,-37.7,57.16,4.86,new_positions:E3,10.02,14.0
new_positions,13,535,0,E3,True,-9.91,55.25,-57.17,56.03,-1.05,new_positions:E3,10.28,16.08
new_positions,14,523,0,E3,True,-10.24,49.82,-45.59,45.38,2.45,new_positions:E3,10.32,15.39
new_positions,15,241,1,E3,True,-0.48,15.52,6.37,51.39,4.01,new_positions:E3,11.93,8.31
new_positions,16,355,0,E4,True,45.33,43.6,-38.01,57.06,-24.29,new_positions:E4,17.32,12.74
new_positions,17,404,0,E4,True,44.76,45.23,-37.98,53.99,-8.08,new_positions:E4,17.78,12.93
new_positions,18,278,0,E4,True,45.9,43.22,-35.68,58.52,-30.23,new_positions:E4,17.56,12.06
new_positions,19,339,0,E4,True,45.4,43.65,-38.86,57.65,-19.88,new_positions:E4,17.35,12.91
new_positions,20,417,0,E4,True,44.17,48.9,-39.49,53.09,1.91,new_positions:E4,18.38,12.87
new_positions,21,253,0,E5,True,42.31,42.76,-43.42,61.59,-15.08,new_positions:E5,16.45,13.77
new_positions,22,388,0,E5,True,32.04,57.14,-58.2,53.65,21.17,new_positions:E5,16.4,16.07
new_positions,23,482,0,E5,True,32.63,54.7,-52.69,51.32,13.62,new_positions:E5,16.46,15.35
new_positions,24,303,0,E5,True,19.45,50.63,-47.16,54.65,8.07,new_positions:E5,14.67,14.48
new_positions,25,671,0,E5,True,32.89,50.83,-48.63,49.6,11.57,new_positions:E5,16.16,15.19
