cell,episode,frame,success,instance,released,pan,lift,elbow,wrist_flex,wrist_roll,group,grasp_x,grasp_y
spot_check,4,190,1,T3,True,-12.29,42.26,-25.52,30.84,-13.19,spot_check:T3,10.26,13.33
spot_check,5,235,1,T10,True,44.21,43.36,-37.27,60.65,42.07,spot_check:T10,18.74,12.86
spot_check,6,208,1,T10,False,42.84,43.74,-41.45,62.48,43.4,spot_check:T10,18.2,13.6
new_positions,1,1008,0,E1,True,-69.49,15.45,-9.73,73.06,0.98,new_positions:E1,1.58,10.44
new_positions,2,237,0,E1,True,-41.83,-1.16,23.21,59.6,-37.81,new_positions:E1,4.9,6.3
new_positions,3,234,0,E1,True,-14.34,2.19,4.92,76.33,37.35,new_positions:E1,9.05,8.71
new_positions,4,289,0,E1,True,-12.87,11.89,0.76,72.38,37.15,new_positions:E1,10.41,8.49
new_positions,5,180,0,E1,True,-31.68,-11.66,25.27,64.7,-27.42,new_positions:E1,4.9,7.0
new_positions,6,392,0,E2,True,-80.86,12.48,-3.58,77.04,9.1,new_positions:E2,0.63,9.29
new_positions,7,272,0,E2,True,-80.82,13.99,-8.5,76.1,7.42,new_positions:E2,0.22,10.25
new_positions,8,263,0,E2,True,-82.51,10.97,-4.46,76.26,5.2,new_positions:E2,-0.1,9.79
new_positions,9,224,0,E2,True,-80.8,4.16,2.86,72.74,8.49,new_positions:E2,-0.32,9.57
new_positions,10,257,0,E2,True,-79.79,11.0,-5.41,78.6,7.12,new_positions:E2,0.28,9.76
new_positions,11,328,0,E3,True,-6.0,32.21,-9.29,24.95,-11.04,new_positions:E3,11.04,11.77
new_positions,12,335,0,E3,True,-7.04,35.26,-15.93,26.52,-12.19,new_positions:E3,10.67,12.65
new_positions,13,303,0,E3,True,-5.28,31.85,-11.67,27.62,-6.94,new_positions:E3,10.95,12.14
new_positions,14,273,0,E3,True,1.83,45.68,-40.55,55.24,2.55,new_positions:E3,12.16,13.81
new_positions,15,337,0,E3,True,-2.25,39.72,-24.0,36.08,-9.21,new_positions:E3,11.58,12.81
new_positions,16,854,0,E4,True,42.28,59.02,-60.54,63.12,23.48,new_positions:E4,18.24,15.29
new_positions,17,604,0,E4,True,17.31,52.32,-54.32,54.73,9.43,new_positions:E4,13.83,15.87
new_positions,18,775,0,E4,True,45.42,54.34,-56.72,61.41,-45.6,new_positions:E4,16.74,14.68
new_positions,19,595,0,E4,True,42.05,56.27,-57.27,65.24,33.63,new_positions:E4,18.39,14.86
new_positions,21,386,0,E5,True,18.75,55.42,-54.37,53.24,15.18,new_positions:E5,14.67,15.57
new_positions,22,353,0,E5,True,21.98,49.58,-47.86,51.07,17.84,new_positions:E5,14.77,15.23
new_positions,23,492,0,E5,True,17.64,55.22,-60.01,56.0,10.48,new_positions:E5,13.78,16.59
new_positions,24,351,0,E5,True,18.82,53.23,-52.58,53.37,16.88,new_positions:E5,14.53,15.51
new_positions,25,634,0,E5,True,17.17,56.63,-58.89,55.48,10.08,new_positions:E5,14.1,16.16
